,id,superficie,fecha,lat,lng,latlng_explicit,idcomunidad,idprovincia,idmunicipio,municipio,causa,causa_supuesta,causa_desc,muertos,heridos,time_ctrl,time_ext,personal,medios,gastos,perdidas,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right
61351,2011060193,2.5,2011-09-18,38.990221,-6.339669,1,14,6,83,MÉRIDA,5,,0,,,80,200,12,1,,,2011,9,Badajoz,Menos_de_24h,3,POINT (-6.339669 38.990221),5
61356,2011060207,2.5,2011-10-01,38.921231,-6.411665,1,14,6,83,MÉRIDA,5,,0,,,285,915,9,0,,,2011,10,Badajoz,Menos_de_24h,4,POINT (-6.411665 38.921231),5
61364,2011060216,1.0,2011-10-02,39.106901,-6.702822,1,14,6,115,"ROCA DE LA SIERRA, LA",5,,0,,,60,295,15,0,,,2011,10,Badajoz,Menos_de_24h,4,POINT (-6.702822 39.106901),5
61372,2011060230,9.0,2011-10-08,38.634543,-6.258729,1,14,6,113,RIBERA DEL FRESNO,5,,0,,,0,135,6,3,,,2011,10,Badajoz,Menos_de_24h,4,POINT (-6.258729 38.634543),5
61380,2011060244,50.0,2011-10-12,38.848416,-6.414591,1,14,6,83,MÉRIDA,5,,0,,,90,3240,13,3,,,2011,10,Badajoz,Entre_1dia_y_1semana,4,POINT (-6.414591 38.848416),5
61382,2011060246,1.0,2011-10-12,38.10805,-6.151131,1,14,6,86,MONTEMOLÍN,5,,0,,,65,430,5,0,,,2011,10,Badajoz,Menos_de_24h,4,POINT (-6.151131 38.10805),5
61420,2011060304,2.0,2011-07-12,38.267051,-5.695324,1,14,6,14,AZUAGA,5,,0,,,65,65,1,1,,,2011,7,Badajoz,Menos_de_24h,3,POINT (-5.695324 38.267051),5
61424,2011060309,2.0,2011-09-29,38.110678,-6.329093,1,14,6,26,CALERA DE LEóN,5,,0,,,45,60,5,1,,,2011,9,Badajoz,Menos_de_24h,3,POINT (-6.329093 38.110678),5
61431,2011060324,1.0,2011-09-30,38.433452,-6.361372,1,14,6,122,"SANTOS DE MAIMONA, LOS",5,,0,,,60,60,1,0,,,2011,9,Badajoz,Menos_de_24h,3,POINT (-6.361372 38.433452),5
61432,2011060325,1.0,2011-09-28,38.079057,-6.48401,1,14,6,124,SEGURA DE LEÓN,5,,0,,,70,70,4,0,,,2011,9,Badajoz,Menos_de_24h,3,POINT (-6.48401 38.079057),5
61434,2011060328,1.0,2011-09-26,38.89748,-6.800259,1,14,6,128,TALAVERA LA REAL,5,,0,,,170,230,6,1,,,2011,9,Badajoz,Menos_de_24h,3,POINT (-6.800259 38.89748),5
66922,2012060111,1.4,2012-07-29,38.531218,-6.483209,1,14,6,54,FUENTE DEL MAESTRE,5,,0,,,120,165,3,1,,,2012,7,Badajoz,Menos_de_24h,3,POINT (-6.483209 38.531218),5
66947,2012060170,1.2,2012-09-12,39.017365,-6.319329,1,14,6,32,"CARRASCALEJO, EL",5,,0,,,40,100,9,0,,,2012,9,Badajoz,Menos_de_24h,3,POINT (-6.319329 39.017365),5
66955,2012060199,11.54,2012-07-01,38.986596,-5.663879,1,14,6,153,VILLANUEVA DE LA SERENA,5,,0,,,150,150,12,0,,,2012,7,Badajoz,Menos_de_24h,3,POINT (-5.663879 38.986596),5
66956,2012060200,3.7,2012-09-03,38.713477,-6.660814,1,14,6,40,CORTE DE PELEAS,5,,0,,,855,855,12,0,,,2012,9,Badajoz,Menos_de_24h,3,POINT (-6.660814 38.713477),5
72335,2013060024,3.2,2013-06-21,38.127079,-6.51721,1,14,6,124,SEGURA DE LEÓN,5,,0,,,90,155,23,1,,,2013,6,Badajoz,Menos_de_24h,2,POINT (-6.51721 38.127079),5
72367,2013060080,2.05,2013-08-14,39.213459,-4.924879,1,14,6,63,HERRERA DEL DUQUE,5,,0,,,102,162,20,4,,,2013,8,Badajoz,Menos_de_24h,3,POINT (-4.924879 39.213459),5
72379,2013060102,1.5,2013-07-06,38.78034,-6.504053,1,14,6,83,MÉRIDA,5,,0,,,125,145,9,1,,,2013,7,Badajoz,Menos_de_24h,3,POINT (-6.504053 38.78034),5
72380,2013060103,2.5,2013-07-26,38.826013,-6.446228,1,14,6,12,ARROYO DE SAN SERVÁN,5,,0,,,110,150,14,4,,,2013,7,Badajoz,Menos_de_24h,3,POINT (-6.446228 38.826013),5
72382,2013060107,1.37,2013-08-02,38.823487,-6.225787,1,14,6,162,"ZARZA, LA",5,,0,,,70,115,11,1,,,2013,8,Badajoz,Menos_de_24h,3,POINT (-6.225787 38.823487),5
72384,2013060111,2.24,2013-08-10,39.080249,-5.285366,1,14,6,127,TALARRUBIAS,5,,0,,,100,2065,18,3,,,2013,8,Badajoz,Entre_1dia_y_1semana,3,POINT (-5.285366 39.080249),5
72389,2013060122,2.03,2013-08-18,38.727522,-5.568812,1,14,6,36,CASTUERA,5,,0,,,20,80,14,1,,,2013,8,Badajoz,Menos_de_24h,3,POINT (-5.568812 38.727522),5
72395,2013060131,8.0,2013-09-05,38.732835,-5.570993,1,14,6,36,CASTUERA,5,,0,,,70,960,12,3,,,2013,9,Badajoz,Menos_de_24h,3,POINT (-5.570993 38.732835),5
72396,2013060132,17.34,2013-09-07,38.605433,-6.481077,1,14,6,54,FUENTE DEL MAESTRE,5,,0,,,128,443,10,2,,,2013,9,Badajoz,Menos_de_24h,3,POINT (-6.481077 38.605433),5
72410,2013060152,85.62,2013-10-11,38.912334,-6.422717,1,14,6,75,MAGACELA,5,,0,,,260,285,17,4,,,2013,10,Badajoz,Menos_de_24h,4,POINT (-6.422717 38.912334),5
72429,2013060180,5.5,2013-07-19,38.828767,-6.913097,1,14,6,15,BADAJOZ,5,,0,,,0,990,31,1,,,2013,7,Badajoz,Menos_de_24h,3,POINT (-6.913097 38.828767),5
72430,2013060181,2.5,2013-07-25,38.498386,-6.777485,1,14,6,116,SALVALEÓN,5,,0,,,0,1950,14,0,,,2013,7,Badajoz,Entre_1dia_y_1semana,3,POINT (-6.777485 38.498386),5
72431,2013060182,1.0,2013-07-26,38.839723,-7.009541,1,14,6,15,BADAJOZ,5,,0,,,0,130,2,0,,,2013,7,Badajoz,Menos_de_24h,3,POINT (-7.009541 38.839723),5
75430,2014060013,15.0,2014-05-13,38.87816604,-6.91280502,1,14,6,15,BADAJOZ,5,,0,,,60,120,12,2,,,2014,5,Badajoz,Menos_de_24h,2,POINT (-6.91280502 38.87816604),5
75436,2014060021,1.5,2014-05-30,38.53041787,-6.50051181,1,14,6,54,FUENTE DEL MAESTRE,5,,0,,,51,81,10,2,,,2014,5,Badajoz,Menos_de_24h,2,POINT (-6.50051181 38.53041787),5
75475,2014060082,1.5,2014-07-30,38.93300543,-6.82178341,1,14,6,15,BADAJOZ,5,,0,,,120,190,7,0,,,2014,7,Badajoz,Menos_de_24h,3,POINT (-6.82178341 38.93300543),5
75492,2014060113,13.71,2014-08-31,38.98646982,-5.70925233,1,14,6,153,VILLANUEVA DE LA SERENA,5,,0,,,195,12495,12,2,,,2014,8,Badajoz,Entre_1semana_y_2semanas,3,POINT (-5.70925233 38.98646982),5
75495,2014060122,1.5,2014-07-18,38.5920785,-6.79511384,1,14,6,131,TORRE DE MIGUEL SESMERO,5,,0,,,170,1115,6,1,,,2014,7,Badajoz,Menos_de_24h,3,POINT (-6.79511384 38.5920785),5
75509,2014060155,2.62,2014-09-01,38.92111103,-6.52955081,1,14,6,88,MONTIJO,5,,0,,,70,158,10,1,,,2014,9,Badajoz,Menos_de_24h,3,POINT (-6.52955081 38.92111103),5
78606,2015060019,3.34,2015-05-05,38.51070392,-6.47700924,1,14,6,54,FUENTE DEL MAESTRE,5,,0,,,155,1565,5,0,,,2015,5,Badajoz,Entre_1dia_y_1semana,2,POINT (-6.47700924 38.51070392),5
78639,2015060063,1.94,2015-06-17,39.08059282,-5.20245924,1,14,6,127,TALARRUBIAS,5,,0,,,15,95,8,0,,,2015,6,Badajoz,Menos_de_24h,2,POINT (-5.20245924 39.08059282),5
78655,2015060089,169.69,2015-06-26,38.95571299,-6.21854341,1,14,6,83,MÉRIDA,5,,0,,,295,4169,78,20,,,2015,6,Badajoz,Entre_1dia_y_1semana,2,POINT (-6.21854341 38.95571299),5
78657,2015060094,10.81,2015-06-28,38.79314632,-6.29267598,1,14,6,4,ALANGE,5,,0,,,780,4330,20,5,,,2015,6,Badajoz,Entre_1dia_y_1semana,2,POINT (-6.29267598 38.79314632),5
78662,2015060101,4.62,2015-07-01,38.94896605,-6.93037956,1,14,6,15,BADAJOZ,5,,0,,,140,260,12,1,,,2015,7,Badajoz,Menos_de_24h,3,POINT (-6.93037956 38.94896605),5
78667,2015060108,1.06,2015-07-04,39.00643061,-5.72024457,1,14,6,153,VILLANUEVA DE LA SERENA,5,,0,,,242,1682,4,0,,,2015,7,Badajoz,Entre_1dia_y_1semana,3,POINT (-5.72024457 39.00643061),5
78670,2015060114,4.58,2015-07-08,38.7516895,-6.53333353,1,14,6,126,SOLANA DE LOS BARROS,5,,0,,,73,118,6,1,,,2015,7,Badajoz,Menos_de_24h,3,POINT (-6.53333353 38.7516895),5
78676,2015060121,7.92,2015-07-10,38.77472502,-7.17356899,1,14,6,95,OLIVENZA,5,,0,,,90,150,9,1,,,2015,7,Badajoz,Menos_de_24h,3,POINT (-7.17356899 38.77472502),5
78688,2015060148,1.11,2015-07-29,39.09151802,-5.89318596,1,14,6,44,DON BENITO,5,,0,,,55,80,6,1,,,2015,7,Badajoz,Menos_de_24h,3,POINT (-5.89318596 39.09151802),5
78695,2015060159,9.14,2015-08-09,38.7312487,-5.57224707,1,14,6,36,CASTUERA,5,,0,,,30,255,15,4,,,2015,8,Badajoz,Menos_de_24h,3,POINT (-5.57224707 38.7312487),5
78700,2015060165,8.23,2015-08-13,38.06873478,-6.17317721,1,14,6,85,MONESTERIO,5,,0,,,120,190,33,2,,,2015,8,Badajoz,Menos_de_24h,3,POINT (-6.17317721 38.06873478),5
78705,2015060174,46.0,2015-08-23,38.92368806,-6.2132826,1,14,6,145,VALVERDE DE MÉRIDA,5,,0,,,255,2035,34,2,,,2015,8,Badajoz,Entre_1dia_y_1semana,3,POINT (-6.2132826 38.92368806),5
78706,2015060175,8.27,2015-08-23,39.13330927,-5.24447495,1,14,6,127,TALARRUBIAS,5,,0,,,85,1075,31,5,,,2015,8,Badajoz,Menos_de_24h,3,POINT (-5.24447495 39.13330927),5
78712,2015060190,1.09,2015-09-03,38.98108625,-6.93336927,1,14,6,15,BADAJOZ,5,,0,,,98,148,6,1,,,2015,9,Badajoz,Menos_de_24h,3,POINT (-6.93336927 38.98108625),5
78714,2015060193,15.02,2015-08-14,38.88436152,-6.29983143,1,14,6,43,DON ÁLVARO,5,,0,,,290,1050,15,3,,,2015,8,Badajoz,Menos_de_24h,3,POINT (-6.29983143 38.88436152),5
78715,2015060196,1.15,2015-09-02,38.82609252,-6.11946239,1,14,6,41,CRISTINA,5,,0,,,29,74,13,0,,,2015,9,Badajoz,Menos_de_24h,3,POINT (-6.11946239 38.82609252),5
78722,2015060209,1.42,2015-09-13,39.00606526,-5.71272521,1,14,6,153,VILLANUEVA DE LA SERENA,5,,0,,,30,60,7,1,,,2015,9,Badajoz,Menos_de_24h,3,POINT (-5.71272521 39.00606526),5
78723,2015060211,9.0,2015-09-16,39.00636915,-5.74286225,1,14,6,153,VILLANUEVA DE LA SERENA,5,,0,,,65,165,9,1,,,2015,9,Badajoz,Menos_de_24h,3,POINT (-5.74286225 39.00636915),5
78760,2015060274,2.19,2015-05-23,39.00887195,-6.3430056,1,14,6,32,"CARRASCALEJO, EL",5,,0,,,54,124,9,1,,,2015,5,Badajoz,Menos_de_24h,2,POINT (-6.3430056 39.00887195),5
78767,2015060286,3.2,2015-08-05,38.20265293,-5.95400942,1,14,6,34,CASAS DE REINA,5,,0,,,63,80,2,1,,,2015,8,Badajoz,Menos_de_24h,3,POINT (-5.95400942 38.20265293),5
78769,2015060290,16.04,2015-06-10,38.55860601,-6.80046356,1,14,6,116,SALVALEÓN,5,,0,,,121,1156,17,3,,,2015,6,Badajoz,Menos_de_24h,2,POINT (-6.80046356 38.55860601),5
78771,2015060294,1.1,2015-07-15,38.7098075,-6.81279819,1,14,6,5,"ALBUERA, LA",5,,0,,,152,245,8,1,,,2015,7,Badajoz,Menos_de_24h,3,POINT (-6.81279819 38.7098075),5
78772,2015060298,8.25,2015-08-14,38.8373178,-7.00533397,1,14,6,15,BADAJOZ,5,,0,,,75,345,3,0,,,2015,8,Badajoz,Menos_de_24h,3,POINT (-7.00533397 38.8373178),5
78773,2015060302,20.22,2015-09-13,39.00446874,-6.20833099,1,14,6,83,MÉRIDA,5,,0,,,293,1215,33,7,,,2015,9,Badajoz,Menos_de_24h,3,POINT (-6.20833099 39.00446874),5
78774,2015060303,2.5,2015-09-22,38.77509219,-6.788741,1,14,6,15,BADAJOZ,5,,0,,,130,805,6,0,,,2015,9,Badajoz,Menos_de_24h,3,POINT (-6.788741 38.77509219),5
316,2001060232,4.0,2001-08-15,39.35463,-7.162841,1,14,6,123,SAN VICENTE DE ALCÁNTARA,5,,0,,,140,320,27,4,,,2001,8,Badajoz,Menos_de_24h,3,POINT (-7.162841 39.35463),9
626,2001100007,1.0,2001-02-17,40.144226,-5.916966,1,14,10,184,"TORNO, EL",5,,0,,,0,120,0,0,,,2001,2,Cáceres,Menos_de_24h,1,POINT (-5.916966 40.144226),9
636,2001100017,6.2,2001-02-21,40.167755,-5.879544,1,14,10,130,NAVACONCEJO,5,,0,,,455,485,7,1,,132.0,2001,2,Cáceres,Menos_de_24h,1,POINT (-5.879544 40.167755),9
641,2001100029,3.0,2001-04-07,40.281518,-6.494843,1,14,10,71,DESCARGAMARIA,5,,0,,,300,330,10,2,,2581.0,2001,4,Cáceres,Menos_de_24h,2,POINT (-6.494843 40.281518),9
647,2001100039,2.0,2001-04-10,40.12828,-5.527637,1,14,10,179,TALAVERUELA DE LA VERA,5,,0,,,120,210,1,0,,,2001,4,Cáceres,Menos_de_24h,2,POINT (-5.527637 40.12828),9
654,2001100050,8.0,2001-04-12,40.103829,-5.900751,1,14,10,54,CASAS DEL CASTAÑAR,5,,0,,,1230,1380,6,1,,,2001,4,Cáceres,Menos_de_24h,2,POINT (-5.900751 40.103829),9
656,2001100053,1.5,2001-04-14,40.211947,-6.611862,1,14,10,187,TORRE DE DON MIGUEL,5,,0,,,180,280,5,1,,,2001,4,Cáceres,Menos_de_24h,2,POINT (-6.611862 40.211947),9
670,2001100089,8.0,2001-06-28,39.994217,-6.040618,1,14,10,116,MALPARTIDA DE PLASENCIA,5,,0,,,83,128,22,3,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.040618 39.994217),9
675,2001100101,1.0,2001-06-02,39.454248,-6.340918,1,14,10,37,CÁCERES,5,,0,,,120,390,33,5,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.340918 39.454248),9
676,2001100102,4.0,2001-06-02,39.327514,-6.545999,1,14,10,37,CÁCERES,5,,0,,,0,120,16,2,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.545999 39.327514),9
679,2001100113,4.0,2001-06-01,40.053593,-5.45352,1,14,10,180,TALAYUELA,5,,0,,,50,75,12,1,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-5.45352 40.053593),9
686,2001100123,2.5,2001-06-08,39.142889,-5.917976,1,14,10,121,MIAJADAS,5,,0,,,90,120,5,1,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-5.917976 39.142889),9
688,2001100125,4.0,2001-06-05,39.938369,-5.843206,1,14,10,182,TORIL,5,,0,,,30,45,11,4,,2158.0,2001,6,Cáceres,Menos_de_24h,2,POINT (-5.843206 39.938369),9
689,2001100126,5.0,2001-06-05,40.222343,-6.061823,1,14,10,216,ZARZA DE GRANADILLA,5,,0,,,20,40,30,2,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.061823 40.222343),9
700,2001100144,1.0,2001-06-12,40.101679,-6.366495,1,14,10,127,MONTEHERMOSO,5,,0,,,45,94,12,0,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.366495 40.101679),9
701,2001100151,11.9,2001-06-13,39.39054,-5.881311,1,14,10,195,TRUJILLO,5,,0,,,90,135,30,4,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-5.881311 39.39054),9
702,2001100154,68.0,2001-06-14,39.443885,-6.413523,1,14,10,37,CÁCERES,5,,0,,,115,125,37,5,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.413523 39.443885),9
704,2001100157,6.0,2001-06-15,39.495085,-6.35278,1,14,10,37,CÁCERES,5,,0,,,0,60,4,1,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.35278 39.495085),9
707,2001100163,1.5,2001-06-17,39.441998,-6.376252,1,14,10,37,CÁCERES,5,,0,,,10,20,10,1,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.376252 39.441998),9
708,2001100165,7.0,2001-06-18,39.487974,-5.874822,1,14,10,195,TRUJILLO,5,,0,,,90,100,23,3,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-5.874822 39.487974),9
709,2001100166,5.5,2001-06-18,40.059549,-5.491459,1,14,10,180,TALAYUELA,5,,0,,,80,165,37,4,,4278.0,2001,6,Cáceres,Menos_de_24h,2,POINT (-5.491459 40.059549),9
710,2001100168,100.0,2001-06-18,39.487973,-5.874857,1,14,10,195,TRUJILLO,5,,0,,,180,300,41,6,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-5.874857 39.487973),9
717,2001100177,1.0,2001-06-20,39.351652,-6.250477,1,14,10,193,TORREORGAZ,5,,0,,,45,60,58,1,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.250477 39.351652),9
719,2001100194,2.5,2001-07-01,40.028565,-6.105875,1,14,10,148,PLASENCIA,5,,0,,,0,180,14,5,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.105875 40.028565),9
723,2001100199,11.0,2001-07-02,39.498247,-6.411952,1,14,10,37,CÁCERES,5,,0,,,210,240,16,5,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.411952 39.498247),9
725,2001100201,1.5,2001-07-01,40.022776,-5.725829,1,14,10,104,JARAÍZ DE LA VERA,5,,0,,,45,90,11,1,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.725829 40.022776),9
726,2001100202,3.0,2001-06-29,39.481767,-5.329289,1,14,10,61,CECLAVÍN,5,,0,,,75,75,23,0,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-5.329289 39.481767),9
728,2001100206,6.0,2001-07-10,39.462322,-6.431113,1,14,10,37,CÁCERES,5,,0,,,80,80,15,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.431113 39.462322),9
729,2001100207,18.0,2001-07-08,39.751593,-5.624352,1,14,10,197,VALDECAÑAS DE TAJO,5,,0,,,225,270,20,3,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.624352 39.751593),9
731,2001100210,8.0,2001-07-04,39.993296,-5.613547,1,14,10,180,TALAYUELA,5,,0,,,210,270,31,3,,499.0,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.613547 39.993296),9
732,2001100214,18.0,2001-07-04,40.011013,-5.689151,1,14,10,65,COLLADO,5,,0,,,165,255,37,4,,300.0,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.689151 40.011013),9
733,2001100217,2.0,2001-07-09,39.96822,-6.074263,1,14,10,116,MALPARTIDA DE PLASENCIA,5,,0,,,55,60,21,3,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.074263 39.96822),9
735,2001100219,2.5,2001-06-12,39.200443,-6.377185,1,14,10,37,CÁCERES,5,,0,,,40,60,95,3,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.377185 39.200443),9
736,2001100221,3.0,2001-07-13,39.457522,-6.385954,1,14,10,37,CÁCERES,5,,0,,,55,85,23,5,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.385954 39.457522),9
738,2001100223,3.5,2001-07-13,39.370714,-6.308239,1,14,10,37,CÁCERES,5,,0,,,195,225,19,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.308239 39.370714),9
740,2001100234,1.0,2001-07-08,39.948161,-5.744586,1,14,10,114,MAJADAS,5,,0,,,20,50,25,0,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.744586 39.948161),9
743,2001100241,12.0,2001-07-13,39.530121,-6.398251,1,14,10,37,CÁCERES,5,,0,,,95,110,29,3,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.398251 39.530121),9
745,2001100245,1.5,2001-07-17,39.405344,-6.613054,1,14,10,37,CÁCERES,5,,0,,,50,140,19,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.613054 39.405344),9
749,2001100253,420.5,2001-07-18,39.583702,-6.48232,1,14,10,49,CASAR DE CÁCERES,5,,0,,,315,330,100,10,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.48232 39.583702),9
752,2001100257,1.0,2001-07-14,39.416746,-5.969344,1,14,10,69,"CUMBRE, LA",5,,0,,,30,105,11,0,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.969344 39.416746),9
753,2001100258,6.0,2001-07-10,39.921916,-6.55663,1,14,10,150,PORTAJE,5,,0,,,35,50,162,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.55663 39.921916),9
755,2001100260,4.0,2001-07-13,39.431544,-6.73699,1,14,10,37,CÁCERES,5,,0,,,55,85,25,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.73699 39.431544),9
756,2001100261,9.0,2001-07-12,39.579925,-6.416599,1,14,10,49,CASAR DE CÁCERES,5,,0,,,105,120,27,1,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.416599 39.579925),9
758,2001100263,233.72,2001-07-16,39.662306,-5.794309,1,14,10,103,JARAICEJO,5,,0,,,215,240,49,7,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.794309 39.662306),9
764,2001100276,1.25,2001-07-21,39.448255,-6.379666,1,14,10,37,CÁCERES,5,,0,,,15,30,5,1,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.379666 39.448255),9
768,2001100305,3.0,2001-07-24,39.460479,-6.357382,1,14,10,37,CÁCERES,5,,0,,,160,270,28,4,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.357382 39.460479),9
770,2001100309,8.0,2001-07-19,39.305654,-5.603814,1,14,10,219,ZORITA,5,,0,,,45,165,28,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.603814 39.305654),9
780,2001100343,1.2,2001-07-23,40.079289,-6.851775,1,14,10,210,VILLAMIEL,5,,0,,,170,210,21,2,,678.0,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.851775 40.079289),9
787,2001100353,2.7,2001-07-24,40.141379,-6.919508,1,14,10,205,VALVERDE DEL FRESNO,5,,0,,,100,235,17,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.919508 40.141379),9
788,2001100354,2.0,2001-07-18,40.088918,-5.661324,1,14,10,105,JARANDILLA DE LA VERA,5,,0,,,170,305,21,3,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.661324 40.088918),9
789,2001100355,3.5,2001-07-18,40.094684,-5.658171,1,14,10,105,JARANDILLA DE LA VERA,5,,0,,,215,245,10,1,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.658171 40.094684),9
792,2001100360,3.0,2001-06-24,39.88786,-6.545327,1,14,10,150,PORTAJE,5,,0,,,70,85,32,2,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.545327 39.88786),9
793,2001100362,2.0,2001-07-18,39.972748,-6.046123,1,14,10,116,MALPARTIDA DE PLASENCIA,5,,0,,,90,100,25,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.046123 39.972748),9
794,2001100363,6.0,2001-07-20,39.802828,-6.026891,1,14,10,190,TORREJÓN EL RUBIO,5,,0,,,95,140,26,9,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.026891 39.802828),9
795,2001100364,1.5,2001-07-20,39.853326,-5.866935,1,14,10,182,TORIL,5,,0,,,80,140,17,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.866935 39.853326),9
797,2001100368,4.0,2001-07-16,39.860721,-5.351912,1,14,10,85,"GORDO, EL",5,,0,,,55,165,64,1,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.351912 39.860721),9
802,2001100379,6.0,2001-07-13,39.816953,-5.817622,1,14,10,176,SERREJÓN,5,,0,,,60,125,46,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.817622 39.816953),9
803,2001100380,1.5,2001-07-12,39.874218,-5.87883,1,14,10,182,TORIL,5,,0,,,43,268,17,2,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.87883 39.874218),9
805,2001100383,4.5,2001-08-01,39.456419,-6.389772,1,14,10,37,CÁCERES,5,,0,,,110,120,29,5,,1115.0,2001,8,Cáceres,Menos_de_24h,3,POINT (-6.389772 39.456419),9
808,2001100391,4.5,2001-07-26,39.967863,-6.768909,1,14,10,64,CILLEROS,5,,0,,,260,320,35,5,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.768909 39.967863),9
809,2001100394,8.0,2001-08-01,39.947103,-6.783243,1,14,10,218,ZARZA LA MAYOR,5,,0,,,0,199,62,4,,,2001,8,Cáceres,Menos_de_24h,3,POINT (-6.783243 39.947103),9
811,2001100398,1.0,2001-07-27,39.396362,-5.779829,1,14,10,195,TRUJILLO,5,,0,,,45,105,24,1,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-5.779829 39.396362),9
812,2001100405,1.25,2001-08-04,40.034719,-6.094435,1,14,10,148,PLASENCIA,5,,0,,,55,100,6,2,,,2001,8,Cáceres,Menos_de_24h,3,POINT (-6.094435 40.034719),9
813,2001100406,1.5,2001-08-02,40.101422,-5.677308,1,14,10,105,JARANDILLA DE LA VERA,5,,0,,,95,120,26,6,,,2001,8,Cáceres,Menos_de_24h,3,POINT (-5.677308 40.101422),9
814,2001100408,4.0,2001-07-07,39.820067,-6.368966,1,14,10,45,CAÑAVERAL,5,,0,,,120,330,39,4,,,2001,7,Cáceres,Menos_de_24h,3,POINT (-6.368966 39.820067),9
815,2001100409,6.0,2001-06-13,40.023812,-6.571721,1,14,10,53,CASAS DE DON GÓMEZ,5,,0,,,115,165,25,3,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.571721 40.023812),9
816,2001100410,1.5,2001-06-12,39.99699,-6.455264,1,14,10,67,CORIA,5,,0,,,75,135,11,2,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.455264 39.99699),9
817,2001100411,1.0,2001-06-12,40.101682,-6.366613,1,14,10,127,MONTEHERMOSO,5,,0,,,35,94,15,0,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.366613 40.101682),9
818,2001100412,6.0,2001-06-12,40.099478,-6.347402,1,14,10,127,MONTEHERMOSO,5,,0,,,209,270,22,1,,,2001,6,Cáceres,Menos_de_24h,2,POINT (-6.347402 40.099478),9
819,2001100414,14.0,2001-08-10,39.447056,-6.379235,1,14,10,37,CÁCERES,5,,0,,,100,120,14,3,,,2001,8,Cáceres,Menos_de_24h,3,POINT (-6.379235 39.447056),9
821,2001100421,1.5,2001-08-05,40.061626,-5.823216,1,14,10,138,PASARÓN DE LA VERA,5,,0,,,35,60,8,2,,,2001,8,Cáceres,Menos_de_24h,3,POINT (-5.823216 40.061626),9
822,2001100422,3.5,2001-08-05,40.350886,-6.170788,1,14,10,41,CAMINOMORISCO,5,,0,,,105,120,46,8,,1700.0,2001,8,Cáceres,Menos_de_24h,3,POINT (-6.170788 40.350886),9
