,id,superficie,fecha,lat,lng,idcomunidad,idprovincia,idmunicipio,municipio,causa,time_ctrl,time_ext,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right,Y,recursos,Eficiencia,Recursos_ha
79469,2015210087,13.47,2015-07-18,37.43431936,-6.83734621,4,21,70,TRIGUEROS,2,220,1060,2015,7,Huelva,Menos_de_24h,3.0,POINT (-6.83734621 37.43431936),20,0,109,62.36080178173719,8.092056421677801
79470,2015210089,3.1,2015-07-21,37.65866509,-6.65168204,4,21,78,ZALAMEA LA REAL,3,90,620,2015,7,Huelva,Menos_de_24h,3.0,POINT (-6.65168204 37.65866509),20,0,42,170.96774193548387,13.548387096774194
79471,2015210091,2.65,2015-07-22,37.40264811,-7.1267475,4,21,63,SAN BARTOLOMÉ DE LA TORRE,3,90,275,2015,7,Huelva,Menos_de_24h,3.0,POINT (-7.1267475 37.40264811),20,0,61,69.81132075471699,23.0188679245283
79472,2015210092,3.0,2015-07-23,37.68805375,-6.77784237,4,21,78,ZALAMEA LA REAL,4,771,951,2015,7,Huelva,Menos_de_24h,3.0,POINT (-6.77784237 37.68805375),20,1,72,60.0,24.0
79473,2015210094,115.89,2015-07-26,37.74846528,-6.23226542,4,21,79,ZUFRE,4,1305,2745,2015,7,Huelva,Entre_1dia_y_1semana,3.0,POINT (-6.23226542 37.74846528),20,1,286,12.425575977219777,2.46785745103115
79474,2015210095,2.0,2015-07-27,37.39805823,-6.9177737,4,21,35,GIBRALEÓN,4,165,835,2015,7,Huelva,Menos_de_24h,3.0,POINT (-6.9177737 37.39805823),20,1,27,335.0,13.5
79475,2015210096,9.59,2015-07-28,37.24846721,-7.01997292,4,21,35,GIBRALEÓN,4,1235,2330,2015,7,Huelva,Entre_1dia_y_1semana,3.0,POINT (-7.01997292 37.24846721),20,1,155,114.18143899895725,16.16266944734098
79476,2015210098,1.4,2015-08-01,37.50674985,-6.80305018,4,21,11,BEAS,6,209,1214,2015,8,Huelva,Menos_de_24h,3.0,POINT (-6.80305018 37.50674985),20,0,57,717.8571428571429,40.714285714285715
79477,2015210099,10.73,2015-08-02,37.25166604,-6.74194946,4,21,46,LUCENA DEL PUERTO,4,415,1765,2015,8,Huelva,Entre_1dia_y_1semana,3.0,POINT (-6.74194946 37.25166604),20,1,93,125.81547064305684,8.667287977632805
79478,2015210100,2.0,2015-08-02,37.74097263,-7.0885049,4,21,15,CABEZAS RUBÍAS,4,158,378,2015,8,Huelva,Menos_de_24h,3.0,POINT (-7.0885049 37.74097263),20,1,28,110.0,14.0
79479,2015210106,3.0,2015-08-13,37.21126816,-6.9118534,4,21,55,PALOS DE LA FRONTERA,4,55,305,2015,8,Huelva,Menos_de_24h,3.0,POINT (-6.9118534 37.21126816),20,1,45,83.33333333333333,15.0
79481,2015210111,1.7,2015-08-19,37.35488024,-6.58329859,4,21,77,VILLARRASA,2,215,1190,2015,8,Huelva,Menos_de_24h,3.0,POINT (-6.58329859 37.35488024),20,0,61,573.5294117647059,35.88235294117647
79482,2015210114,1.89,2015-09-02,37.70527705,-6.92194081,4,21,23,"CERRO DE ANDÉVALO, EL",3,110,215,2015,9,Huelva,Menos_de_24h,3.0,POINT (-6.92194081 37.70527705),20,0,38,55.55555555555556,20.105820105820108
79484,2015210124,41.3,2015-09-13,37.65706354,-6.79497672,4,21,78,ZALAMEA LA REAL,4,1255,3175,2015,9,Huelva,Entre_1dia_y_1semana,3.0,POINT (-6.79497672 37.65706354),20,1,220,46.48910411622276,5.326876513317192
79486,2015210130,2.0,2015-10-03,37.49977136,-7.28995452,4,21,76,VILLANUEVA DE LOS CASTILLEJOS,3,44,59,2015,10,Huelva,Menos_de_24h,4.0,POINT (-7.28995452 37.49977136),20,0,12,7.5,6.0
423,2001080017,1.0,2001-02-22,41.667672,2.066639,2,8,223,SANT LLORENÇ SAVALL,2,130,160,2001,2,Barcelona,Menos_de_24h,1.0,POINT (2.066639 41.667672),7,0,31,30.0,31.0
426,2001080041,1.33,2001-04-08,41.483501,1.584177,2,8,122,MEDIONA,3,245,410,2001,4,Barcelona,Menos_de_24h,2.0,POINT (1.584177 41.483501),7,0,40,124.06015037593984,30.075187969924812
428,2001080061,1.7,2001-04-24,41.333103,2.018849,2,8,301,VILADECANS,2,85,120,2001,4,Barcelona,Menos_de_24h,2.0,POINT (2.018849 41.333103),7,0,39,20.58823529411765,22.941176470588236
429,2001080065,3.95,2001-04-26,41.465771,1.683952,2,8,236,SANT QUINTÍ DE MEDIONA,3,110,445,2001,4,Barcelona,Menos_de_24h,2.0,POINT (1.683952 41.465771),7,0,53,84.81012658227847,13.41772151898734
430,2001080092,55.0,2001-05-29,41.283977,1.96346,2,8,56,CASTELLDEFELS,2,430,1870,2001,5,Barcelona,Entre_1dia_y_1semana,2.0,POINT (1.96346 41.283977),7,0,102,26.181818181818183,1.8545454545454545
432,2001080102,1.55,2001-06-04,41.478325,2.157993,2,8,125,MONTCADA I REIXAC,6,81,246,2001,6,Barcelona,Menos_de_24h,2.0,POINT (2.157993 41.478325),7,0,41,106.45161290322581,26.451612903225804
433,2001080108,1.5,2001-06-08,41.623061,2.609866,2,8,203,SANT CEBRIÀ DE VALLALTA,3,45,150,2001,6,Barcelona,Menos_de_24h,2.0,POINT (2.609866 41.623061),7,0,40,70.0,26.666666666666668
434,2001080119,4.0,2001-06-16,41.563273,1.971001,2,8,300,VILADECAVALLS,2,102,230,2001,6,Barcelona,Menos_de_24h,2.0,POINT (1.971001 41.563273),7,0,181,32.0,45.25
436,2001080123,2.5,2001-06-16,41.575815,1.620546,2,8,250,SANTA MARGARIDA DE MONTBUI,2,96,152,2001,6,Barcelona,Menos_de_24h,2.0,POINT (1.620546 41.575815),7,0,55,22.4,22.0
439,2001080136,3.5,2001-06-21,41.785886,1.889227,2,8,191,SALLENT,3,115,355,2001,6,Barcelona,Menos_de_24h,2.0,POINT (1.889227 41.785886),7,0,57,68.57142857142857,16.285714285714285
440,2001080145,20.45,2001-06-23,41.276642,1.949248,2,8,56,CASTELLDEFELS,2,390,1830,2001,6,Barcelona,Entre_1dia_y_1semana,2.0,POINT (1.949248 41.276642),7,0,147,70.4156479217604,7.188264058679707
441,2001080159,1.5,2001-06-29,41.542941,2.254267,2,8,136,MONTORNÈS DEL VALLÈS,3,65,260,2001,6,Barcelona,Menos_de_24h,2.0,POINT (2.254267 41.542941),7,0,55,130.0,36.666666666666664
442,2001080162,19.14,2001-07-01,41.488851,1.909889,2,8,114,MARTORELL,3,145,1631,2001,7,Barcelona,Entre_1dia_y_1semana,3.0,POINT (1.909889 41.488851),7,0,107,77.63845350052246,5.590386624869383
443,2001080165,56.6,2001-07-01,41.520221,1.720002,2,8,292,VALLBONA D' ANOIA,2,544,2652,2001,7,Barcelona,Entre_1dia_y_1semana,3.0,POINT (1.720002 41.520221),7,0,210,37.24381625441696,3.7102473498233213
446,2001080222,13.01,2001-08-02,41.703478,2.28727,2,8,88,"GARRIGA, LA",3,300,573,2001,8,Barcelona,Menos_de_24h,3.0,POINT (2.28727 41.703478),7,0,291,20.983858570330515,22.3674096848578
453,2001080259,1.3,2001-08-18,41.963636,1.830633,2,8,308,VIVER I SERRATEIX,1,69,174,2001,8,Barcelona,Menos_de_24h,3.0,POINT (1.830633 41.963636),7,0,75,80.76923076923076,57.69230769230769
457,2001080301,27.0,2001-09-08,41.725421,1.877044,2,8,213,SANT FRUITÓS DE BAGES,2,175,1255,2001,9,Barcelona,Menos_de_24h,3.0,POINT (1.877044 41.725421),7,0,216,40.0,8.0
458,2001080304,1.1,2001-09-09,41.860606,1.713236,2,8,141,NAVÀS,2,65,265,2001,9,Barcelona,Menos_de_24h,3.0,POINT (1.713236 41.860606),7,0,71,181.8181818181818,64.54545454545455
460,2001080324,3.5,2001-10-22,41.284877,1.963446,2,8,56,CASTELLDEFELS,3,80,170,2001,10,Barcelona,Menos_de_24h,4.0,POINT (1.963446 41.284877),7,0,50,25.714285714285715,14.285714285714286
461,2001080328,1.01,2001-11-02,41.61526,2.46228,2,8,75,DOSRIUS,3,196,281,2001,11,Barcelona,Menos_de_24h,4.0,POINT (2.46228 41.61526),7,0,48,84.15841584158416,47.524752475247524
462,2001080334,36.4,2001-11-11,41.615915,2.627913,2,8,235,SANT POL DE MAR,3,491,551,2001,11,Barcelona,Menos_de_24h,4.0,POINT (2.627913 41.615915),7,0,196,1.6483516483516485,5.384615384615385
463,2001080343,2.0,2001-12-29,41.668012,2.58557,2,8,202,SANT CELONI,2,160,370,2001,12,Barcelona,Menos_de_24h,4.0,POINT (2.58557 41.668012),7,0,66,105.0,33.0
7426,2002080017,1.75,2002-02-09,41.729703,1.767554,2,8,178,RAJADELL,2,120,240,2002,2,Barcelona,Menos_de_24h,1.0,POINT (1.767554 41.729703),7,0,30,68.57142857142857,17.142857142857142
7427,2002080026,1.0,2002-02-25,42.043029,1.757891,2,8,130,MONTCLAR,2,55,130,2002,2,Barcelona,Menos_de_24h,1.0,POINT (1.757891 42.043029),7,0,18,75.0,18.0
7428,2002080043,1.0,2002-03-15,41.494199,1.728901,2,8,161,PIERA,2,133,168,2002,3,Barcelona,Menos_de_24h,1.0,POINT (1.728901 41.494199),7,0,19,35.0,19.0
7429,2002080053,1.2,2002-04-22,41.457008,1.876897,2,8,91,GELIDA,2,148,238,2002,4,Barcelona,Menos_de_24h,2.0,POINT (1.876897 41.457008),7,0,18,75.0,15.0
7430,2002080096,1.0,2002-06-23,41.760148,1.670737,2,8,84,FONOLLOSA,3,91,260,2002,6,Barcelona,Menos_de_24h,2.0,POINT (1.670737 41.760148),7,0,67,169.0,67.0
7431,2002080103,1.5,2002-06-24,41.483815,1.949501,2,8,54,CASTELLBISBAL,2,60,80,2002,6,Barcelona,Menos_de_24h,2.0,POINT (1.949501 41.483815),7,0,19,13.333333333333334,12.666666666666666
7433,2002080116,127.78,2002-07-11,41.485595,1.947077,2,8,54,CASTELLBISBAL,3,276,1979,2002,7,Barcelona,Entre_1dia_y_1semana,3.0,POINT (1.947077 41.485595),7,0,171,13.327594302707778,1.338237595867898
7434,2002080117,4.2,2002-07-11,41.607613,1.805883,2,8,291,VACARISSES,2,90,210,2002,7,Barcelona,Menos_de_24h,3.0,POINT (1.805883 41.607613),7,0,100,28.57142857142857,23.80952380952381
7435,2002080118,2.76,2002-07-11,41.698838,1.830636,2,8,113,MANRESA,3,80,111,2002,7,Barcelona,Menos_de_24h,3.0,POINT (1.830636 41.698838),7,0,90,11.231884057971016,32.608695652173914
7436,2002080135,3.92,2002-07-17,41.71282,1.485396,2,8,31,CALAF,3,127,362,2002,7,Barcelona,Menos_de_24h,3.0,POINT (1.485396 41.71282),7,0,7,59.94897959183674,1.7857142857142858
7442,2002080151,2.0,2002-07-29,41.758039,1.896925,2,8,213,SANT FRUITÓS DE BAGES,2,53,143,2002,7,Barcelona,Menos_de_24h,3.0,POINT (1.896925 41.758039),7,0,63,45.0,31.5
7443,2002080170,1.0,2002-08-11,41.610477,2.123872,2,8,267,SENTMENAT,2,40,130,2002,8,Barcelona,Menos_de_24h,3.0,POINT (2.123872 41.610477),7,0,54,90.0,54.0
7444,2002080176,1.0,2002-08-15,41.601775,1.534795,2,8,103,JORBA,1,110,373,2002,8,Barcelona,Menos_de_24h,3.0,POINT (1.534795 41.601775),7,0,60,263.0,60.0
15265,2003080319,11.0,2003-08-30,41.581754,2.425369,2,8,75,DOSRIUS,2,195,390,2003,8,Barcelona,Menos_de_24h,3.0,POINT (2.425369 41.581754),7,0,139,17.727272727272727,12.636363636363637
21911,2004080028,2.0,2004-06-02,41.316854,1.658279,2,8,251,SANTA MARGARIDA I ELS MONJOS,2,60,255,2004,6,Barcelona,Menos_de_24h,2.0,POINT (1.658279 41.316854),7,0,45,97.5,22.5
21913,2004080080,5.8,2004-07-18,41.486215,2.257314,2,8,282,TIANA,2,137,430,2004,7,Barcelona,Menos_de_24h,3.0,POINT (2.257314 41.486215),7,0,126,50.51724137931035,21.724137931034484
21914,2004080086,1.8,2004-07-24,41.719059,1.871144,2,8,182,PONT DE VILOMARA I ROCAFORT EL,2,60,300,2004,7,Barcelona,Menos_de_24h,3.0,POINT (1.871144 41.719059),7,0,118,133.33333333333334,65.55555555555556
21921,2004080170,2.2,2004-10-15,41.456925,1.547639,2,8,104,"LLACUNA, LA",2,180,930,2004,10,Barcelona,Menos_de_24h,4.0,POINT (1.547639 41.456925),7,0,70,340.9090909090909,31.818181818181817
21922,2004080193,2.0,2004-12-19,41.452347,1.541755,2,8,104,"LLACUNA, LA",4,120,220,2004,12,Barcelona,Menos_de_24h,4.0,POINT (1.541755 41.452347),7,1,32,50.0,16.0
29423,2005080008,1.6,2005-01-22,41.450352,1.674687,2,8,236,SANT QUINTÍ DE MEDIONA,2,86,131,2005,1,Barcelona,Menos_de_24h,,POINT (1.674687 41.450352),7,0,50,28.125,31.25
29429,2005080053,1.18,2005-03-10,41.63878,1.859338,2,8,53,CASTELLBELL I EL VILAR,2,107,175,2005,3,Barcelona,Menos_de_24h,1.0,POINT (1.859338 41.63878),7,0,56,57.6271186440678,47.45762711864407
29434,2005080068,1.6,2005-03-10,41.781185,1.781008,2,8,38,CALLÚS,2,60,150,2005,3,Barcelona,Menos_de_24h,1.0,POINT (1.781008 41.781185),7,0,21,56.25,13.125
29435,2005080088,1.34,2005-04-10,42.037692,1.764036,2,8,130,MONTCLAR,3,150,225,2005,4,Barcelona,Menos_de_24h,2.0,POINT (1.764036 42.037692),7,0,31,55.97014925373134,23.134328358208954
29436,2005080094,13.1,2005-04-13,41.644228,1.793908,2,8,242,MARGANELL,4,210,1410,2005,4,Barcelona,Menos_de_24h,2.0,POINT (1.793908 41.644228),7,1,106,91.6030534351145,8.091603053435115
29442,2005080116,2.25,2005-04-25,41.376954,1.985902,2,8,68,CERVELLÓ,3,234,474,2005,4,Barcelona,Menos_de_24h,2.0,POINT (1.985902 41.376954),7,0,56,106.66666666666667,24.88888888888889
29447,2005080170,1.5,2005-06-18,41.95422,2.203641,2,8,100,GURB,3,88,218,2005,6,Barcelona,Menos_de_24h,2.0,POINT (2.203641 41.95422),7,0,93,86.66666666666667,62.0
29449,2005080188,2.4,2005-06-27,41.590775,1.667019,2,8,143,ÒDENA,3,128,568,2005,6,Barcelona,Menos_de_24h,2.0,POINT (1.667019 41.590775),7,0,101,183.33333333333334,42.083333333333336
29459,2005080251,2.55,2005-07-28,41.670697,1.899618,2,8,262,SANT VINCENÇ DE CASTELLET,2,120,420,2005,7,Barcelona,Menos_de_24h,3.0,POINT (1.899618 41.670697),7,0,197,117.64705882352942,77.25490196078432
29461,2005080260,31.38,2005-07-21,41.460055,1.912766,2,8,114,MARTORELL,2,305,1295,2005,7,Barcelona,Menos_de_24h,3.0,POINT (1.912766 41.460055),7,0,260,31.548757170172085,8.285532186105801
29466,2005080308,760.88,2005-06-19,41.712664,1.948031,2,8,277,TALAMANCA,2,1886,3296,2005,6,Barcelona,Entre_1dia_y_1semana,2.0,POINT (1.948031 41.712664),7,0,548,1.8531174429607822,0.7202186941436232
38331,2006080001,1.5,2006-01-03,41.478678,1.63219,2,8,122,MEDIONA,2,125,1476,2006,1,Barcelona,Entre_1dia_y_1semana,,POINT (1.63219 41.478678),7,0,52,900.6666666666666,34.666666666666664
38332,2006080002,1.0,2006-03-11,41.294545,1.937017,2,8,89,GAVÀ,3,250,490,2006,3,Barcelona,Menos_de_24h,1.0,POINT (1.937017 41.294545),7,0,45,240.0,45.0
38336,2006080046,2.2,2006-06-12,41.734948,1.704781,2,8,178,RAJADELL,3,113,350,2006,6,Barcelona,Menos_de_24h,2.0,POINT (1.704781 41.734948),7,0,126,107.72727272727272,57.272727272727266
38337,2006080048,12.5,2006-06-23,41.664593,2.419829,2,8,198,SANT ANTONI DE VILAMAJOR,3,231,869,2006,6,Barcelona,Menos_de_24h,2.0,POINT (2.419829 41.664593),7,0,122,51.04,9.76
38338,2006080071,2.2,2006-07-03,41.853609,1.792114,2,8,62,CASTELLNOU DE BAGES,3,135,390,2006,7,Barcelona,Menos_de_24h,3.0,POINT (1.792114 41.853609),7,0,118,115.9090909090909,53.63636363636363
38339,2006080073,3.8,2006-07-04,42.017294,2.079673,2,8,225,SANT MARTÍ D' ALBARS,3,87,150,2006,7,Barcelona,Menos_de_24h,3.0,POINT (2.079673 42.017294),7,0,118,16.578947368421055,31.05263157894737
38340,2006080075,22.8,2006-07-02,41.606062,1.43171,2,8,8,ARGENÇOLA,3,218,278,2006,7,Barcelona,Menos_de_24h,3.0,POINT (1.43171 41.606062),7,0,334,2.631578947368421,14.649122807017543
38343,2006080090,6.5,2006-07-07,41.717742,1.921657,2,8,182,PONT DE VILOMARA I ROCAFORT EL,4,142,1897,2006,7,Barcelona,Entre_1dia_y_1semana,3.0,POINT (1.921657 41.717742),7,1,197,270.0,30.307692307692307
38345,2006080124,3.6,2006-06-14,41.936694,2.03257,2,8,151,ORISTÀ,3,158,218,2006,6,Barcelona,Menos_de_24h,2.0,POINT (2.03257 41.936694),7,0,159,16.666666666666668,44.166666666666664
38353,2006080180,9.6,2006-08-07,41.447659,2.152404,2,8,19,BARCELONA,3,185,525,2006,8,Barcelona,Menos_de_24h,3.0,POINT (2.152404 41.447659),7,0,144,35.41666666666667,15.0
38356,2006080204,1.3,2006-04-25,41.68143,2.097679,2,8,223,SANT LLORENÇ SAVALL,4,195,315,2006,4,Barcelona,Menos_de_24h,2.0,POINT (2.097679 41.68143),7,1,80,92.3076923076923,61.53846153846153
38357,2006080217,1.1,2006-06-23,41.79878,1.742158,2,8,229,SANT MATEU DE BAGES,3,177,302,2006,6,Barcelona,Menos_de_24h,2.0,POINT (1.742158 41.79878),7,0,88,113.63636363636363,80.0
43909,2007080006,2.56,2007-02-16,41.421518,1.642844,2,8,85,FONT-RUBÍ,2,90,195,2007,2,Barcelona,Menos_de_24h,1.0,POINT (1.642844 41.421518),7,0,70,41.015625,27.34375
43910,2007080012,1.34,2007-03-10,41.467686,1.790228,2,8,240,SANT SADURNÍ D' ANOIA,3,80,525,2007,3,Barcelona,Menos_de_24h,1.0,POINT (1.790228 41.467686),7,0,82,332.08955223880594,61.19402985074627
43911,2007080013,2.84,2007-03-11,41.967995,1.881193,2,8,175,PUIG-REIG,2,160,490,2007,3,Barcelona,Menos_de_24h,1.0,POINT (1.881193 41.967995),7,0,48,116.19718309859155,16.901408450704228
43914,2007080057,71.21,2007-07-12,41.875842,1.920112,2,8,191,SALLENT,4,1654,6021,2007,7,Barcelona,Entre_1dia_y_1semana,3.0,POINT (1.920112 41.875842),7,1,959,61.32565650891729,13.467209661564388
43915,2007080060,7.5,2007-07-03,41.86987,1.899173,2,8,18,BALSARENY,4,150,1575,2007,7,Barcelona,Entre_1dia_y_1semana,3.0,POINT (1.899173 41.86987),7,1,423,190.0,56.4
43916,2007080064,164.6,2007-07-04,41.881982,1.716796,2,8,141,NAVÀS,4,266,3026,2007,7,Barcelona,Entre_1dia_y_1semana,3.0,POINT (1.716796 41.881982),7,1,393,16.767922235722967,2.387606318347509
43917,2007080065,1.99,2007-07-28,41.260769,1.637941,2,8,58,CASTELLET I LA GORNAL,3,125,245,2007,7,Barcelona,Menos_de_24h,3.0,POINT (1.637941 41.260769),7,0,116,60.301507537688444,58.29145728643216
43920,2007080125,3.7,2007-07-11,41.463445,2.230008,2,8,15,BADALONA,4,226,346,2007,7,Barcelona,Menos_de_24h,3.0,POINT (2.230008 41.463445),7,1,125,32.43243243243243,33.78378378378378
43922,2007080127,4.38,2007-07-14,41.576587,2.04636,2,8,279,TERRASSA,4,123,931,2007,7,Barcelona,Menos_de_24h,3.0,POINT (2.04636 41.576587),7,1,128,184.47488584474885,29.223744292237445
43923,2007080149,1.63,2007-12-15,41.448814,1.640922,2,8,122,MEDIONA,2,39,99,2007,12,Barcelona,Menos_de_24h,4.0,POINT (1.640922 41.448814),7,0,41,36.809815950920246,25.153374233128837
43925,2007080155,2.05,2007-11-29,42.006462,2.204198,2,8,243,SANTA CECILIA DE VOLTREGÀ,2,90,270,2007,11,Barcelona,Menos_de_24h,4.0,POINT (2.204198 42.006462),7,0,28,87.8048780487805,13.658536585365855
43928,2007080163,3.5,2007-09-26,41.451909,2.179526,2,8,19,BARCELONA,2,75,170,2007,9,Barcelona,Menos_de_24h,3.0,POINT (2.179526 41.451909),7,0,52,27.142857142857142,14.857142857142858
43931,2007080199,2.0,2007-07-25,41.564966,1.630719,2,8,302,VILANOVA DEL CAMÍ,2,200,630,2007,7,Barcelona,Menos_de_24h,3.0,POINT (1.630719 41.564966),7,0,129,215.0,64.5
43932,2007080201,2.7,2007-08-05,41.514691,2.05857,2,8,205,SANT CUGAT DEL VALLÈS,3,95,315,2007,8,Barcelona,Menos_de_24h,3.0,POINT (2.05857 41.514691),7,0,110,81.48148148148148,40.74074074074074
44828,2007250013,37.3,2007-07-04,41.881982,1.716796,2,25,999,OTRA PROVINCIA,4,266,3026,2007,7,Lleida,Entre_1dia_y_1semana,3.0,POINT (1.716796 41.881982),7,1,375,73.9946380697051,10.053619302949063
47309,2008080019,2.9,2008-03-06,41.587317,1.858745,2,8,76,ESPARREGUERA,3,170,320,2008,3,Barcelona,Menos_de_24h,1.0,POINT (1.858745 41.587317),7,0,56,51.724137931034484,19.310344827586206
47311,2008080034,1.6,2008-04-08,41.479362,2.277311,2,8,282,TIANA,3,45,125,2008,4,Barcelona,Menos_de_24h,2.0,POINT (2.277311 41.479362),7,0,51,50.0,31.875
47313,2008080044,2.09,2008-05-04,41.491182,2.260719,2,8,282,TIANA,4,130,370,2008,5,Barcelona,Menos_de_24h,2.0,POINT (2.260719 41.491182),7,1,78,114.83253588516747,37.32057416267943
47318,2008080138,1.7,2008-07-26,41.483098,2.184103,2,8,125,MONTCADA I REIXAC,3,75,245,2008,7,Barcelona,Menos_de_24h,3.0,POINT (2.184103 41.483098),7,0,43,100.0,25.294117647058822
47319,2008080139,1.2,2008-08-01,41.651001,1.472075,2,8,71,COPONS,1,51,296,2008,8,Barcelona,Menos_de_24h,3.0,POINT (1.472075 41.651001),7,0,125,204.16666666666669,104.16666666666667
47320,2008080165,1.47,2008-01-27,41.482305,1.74074,2,8,161,PIERA,2,50,260,2008,1,Barcelona,Menos_de_24h,,POINT (1.74074 41.482305),7,0,30,142.85714285714286,20.408163265306122
51715,2009080069,2.26,2009-07-01,41.661504,1.854734,2,8,262,SANT VINCENÇ DE CASTELLET,4,66,1193,2009,7,Barcelona,Menos_de_24h,3.0,POINT (1.854734 41.661504),7,1,200,498.67256637168146,88.49557522123895
51718,2009080196,3.3,2009-06-30,41.756405,1.884491,2,8,213,SANT FRUITÓS DE BAGES,3,91,542,2009,6,Barcelona,Menos_de_24h,2.0,POINT (1.884491 41.756405),7,0,243,136.66666666666669,73.63636363636364
51723,2009080285,44.0,2009-06-29,41.785699,1.8112,2,8,218,SANT JOAN DE VILATORRADA,3,267,1878,2009,6,Barcelona,Entre_1dia_y_1semana,2.0,POINT (1.8112 41.785699),7,0,647,36.61363636363637,14.704545454545455
57380,2010080065,5.3,2010-07-14,41.287825,1.962635,2,8,56,CASTELLDEFELS,3,270,300,2010,7,Barcelona,Menos_de_24h,3.0,POINT (1.962635 41.287825),7,0,111,5.660377358490567,20.943396226415096
57382,2010080140,1.15,2010-08-12,41.664735,2.727715,2,8,155,PALAFOLLS,3,138,321,2010,8,Barcelona,Menos_de_24h,3.0,POINT (2.727715 41.664735),7,0,43,159.13043478260872,37.39130434782609
61465,2011080011,1.14,2011-02-25,41.911123,1.991647,2,8,12,AVINYÓ,2,105,285,2011,2,Barcelona,Menos_de_24h,1.0,POINT (1.991647 41.911123),7,0,36,157.8947368421053,31.578947368421055
61467,2011080049,1.11,2011-03-01,41.867271,2.111711,2,8,79,"ESTANY, L'",2,150,225,2011,3,Barcelona,Menos_de_24h,1.0,POINT (2.111711 41.867271),7,0,20,67.56756756756756,18.018018018018015
61468,2011080074,1.6,2011-04-17,41.452473,2.170264,2,8,19,BARCELONA,2,150,390,2011,4,Barcelona,Menos_de_24h,2.0,POINT (2.170264 41.452473),7,0,67,150.0,41.875
61469,2011080078,1.3,2011-07-08,41.692215,1.51246,2,8,297,VECIANA,3,100,400,2011,7,Barcelona,Menos_de_24h,3.0,POINT (1.51246 41.692215),7,0,74,230.76923076923077,56.92307692307692
61472,2011080145,1.14,2011-07-12,41.620201,1.720944,2,8,25,"BRUC, EL",1,190,400,2011,7,Barcelona,Menos_de_24h,3.0,POINT (1.720944 41.620201),7,0,67,184.21052631578948,58.77192982456141
61473,2011080169,1.7,2011-09-01,41.22389,1.765563,2,8,270,SITGES,4,80,110,2011,9,Barcelona,Menos_de_24h,3.0,POINT (1.765563 41.22389),7,1,64,17.647058823529413,37.64705882352941
61475,2011080179,1.11,2011-10-04,41.601459,2.142786,2,8,267,SENTMENAT,3,97,302,2011,10,Barcelona,Menos_de_24h,4.0,POINT (2.142786 41.601459),7,0,70,184.68468468468467,63.063063063063055
61477,2011080189,2.7,2011-10-20,41.45078,1.693211,2,8,232,SANT PERE DE RIUDEBITLLES,3,150,250,2011,10,Barcelona,Menos_de_24h,4.0,POINT (1.693211 41.45078),7,0,78,37.03703703703704,28.888888888888886
66998,2012080084,1.88,2012-03-06,41.861521,1.798568,2,8,62,CASTELLNOU DE BAGES,2,100,277,2012,3,Barcelona,Menos_de_24h,1.0,POINT (1.798568 41.861521),7,0,81,94.14893617021278,43.08510638297873
66999,2012080097,4.0,2012-02-23,41.768067,2.197009,2,8,224,SANT MARTÍ DE CENTELLES,2,158,434,2012,2,Barcelona,Menos_de_24h,1.0,POINT (2.197009 41.768067),7,0,139,69.0,34.75
67000,2012080143,2.0,2012-06-02,41.629285,2.612517,2,8,203,SANT CEBRIÀ DE VALLALTA,2,100,285,2012,6,Barcelona,Menos_de_24h,2.0,POINT (2.612517 41.629285),7,0,88,92.5,44.0
67003,2012080207,2.37,2012-07-10,41.914915,2.031344,2,8,212,SANT FELIU SASSERRA,3,133,233,2012,7,Barcelona,Menos_de_24h,3.0,POINT (2.031344 41.914915),7,0,148,42.19409282700422,62.44725738396624
67004,2012080211,1.1,2012-06-28,41.716135,1.412075,2,8,176,PUJALT,3,140,625,2012,6,Barcelona,Menos_de_24h,2.0,POINT (1.412075 41.716135),7,0,69,440.9090909090909,62.72727272727272
67009,2012080256,1.4,2012-08-29,41.419788,1.791369,2,8,240,SANT SADURNÍ D' ANOIA,3,70,115,2012,8,Barcelona,Menos_de_24h,3.0,POINT (1.791369 41.419788),7,0,60,32.142857142857146,42.85714285714286
67013,2012080307,10.3,2012-06-24,41.450099,2.172054,2,8,19,BARCELONA,2,336,405,2012,6,Barcelona,Menos_de_24h,2.0,POINT (2.172054 41.450099),7,0,75,6.699029126213592,7.281553398058252
67014,2012080308,12.8,2012-03-02,41.417418,1.608755,2,8,288,TORRELLES DE FOIX,2,167,591,2012,3,Barcelona,Menos_de_24h,1.0,POINT (1.608755 41.417418),7,0,67,33.125,5.234375
67015,2012080309,14.0,2012-06-27,41.704552,1.430424,2,8,176,PUJALT,3,473,945,2012,6,Barcelona,Menos_de_24h,2.0,POINT (1.430424 41.704552),7,0,112,33.714285714285715,8.0
67017,2012080312,181.6,2012-06-29,41.702794,1.553837,2,8,170,"PRATS DE REI, ELS",3,1718,7492,2012,6,Barcelona,Entre_1dia_y_1semana,2.0,POINT (1.553837 41.702794),7,0,319,31.795154185022028,1.7566079295154187
72445,2013080006,1.1,2013-01-16,41.887225,1.888787,2,8,18,BALSARENY,2,77,112,2013,1,Barcelona,Menos_de_24h,,POINT (1.888787 41.887225),7,0,14,31.818181818181817,12.727272727272727
