,id,superficie,fecha,lat,lng,idcomunidad,idprovincia,idmunicipio,municipio,causa,time_ctrl,time_ext,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right,Y,recursos,Eficiencia,Recursos_ha
59811,2010331444,1.53,2010-08-10,43.096739,-5.856665,5,33,33,LENA,4,215,226,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.856665 43.096739),32,1,4,7.189542483660131,2.6143790849673203
59812,2010331446,21.0,2010-08-10,43.115576,-6.643447,5,33,11,CANGAS DEL NARCEA,4,361,480,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.643447 43.115576),32,1,13,5.666666666666667,0.6190476190476191
59813,2010331450,1.5,2010-08-10,43.18386,-6.252695,5,33,68,SOMIEDO,4,151,186,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.252695 43.18386),32,1,6,23.333333333333332,4.0
59814,2010331454,14.0,2010-08-10,43.135484,-6.646026,5,33,11,CANGAS DEL NARCEA,4,1042,1102,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.646026 43.135484),32,1,13,4.285714285714286,0.9285714285714286
59815,2010331457,1.5,2010-08-11,43.424097,-6.458214,5,33,73,TINEO,4,173,308,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.458214 43.424097),32,1,36,90.0,24.0
59816,2010331459,2.8,2010-08-11,43.124185,-6.481651,5,33,11,CANGAS DEL NARCEA,4,248,267,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.481651 43.124185),32,1,9,6.7857142857142865,3.2142857142857144
59818,2010331472,1.59,2010-08-18,43.415961,-5.183578,5,33,45,PARRES,4,212,288,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.183578 43.415961),32,1,10,47.79874213836478,6.289308176100628
59819,2010331476,1.0,2010-08-19,43.50444,-5.94765,5,33,30,ILLAS,4,81,83,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.94765 43.50444),32,1,3,2.0,3.0
59823,2010331486,6.1,2010-08-21,43.176494,-6.630548,5,33,11,CANGAS DEL NARCEA,4,156,1741,2010,8,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.630548 43.176494),32,1,15,259.8360655737705,2.459016393442623
59825,2010331493,39.6,2010-08-22,42.914218,-6.784575,5,33,28,IBIAS,4,504,804,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.784575 42.914218),32,1,18,7.575757575757575,0.45454545454545453
59829,2010331503,77.0,2010-08-27,43.050618,-5.709485,5,33,2,ALLER,4,579,604,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.709485 43.050618),32,1,14,0.3246753246753247,0.18181818181818182
59830,2010331504,35.5,2010-08-27,43.205302,-6.535712,5,33,11,CANGAS DEL NARCEA,4,555,945,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.535712 43.205302),32,1,61,10.985915492957746,1.7183098591549295
59832,2010331512,10.0,2010-08-28,43.25943,-6.728037,5,33,1,ALLANDE,4,182,509,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.728037 43.25943),32,1,16,32.7,1.6
59834,2010331517,2.0,2010-08-28,42.925582,-6.775737,5,33,28,IBIAS,4,225,295,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.775737 42.925582),32,1,7,35.0,3.5
59836,2010331520,3.0,2010-08-29,43.039462,-5.568965,5,33,2,ALLER,4,232,256,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.568965 43.039462),32,1,27,8.0,9.0
59839,2010331525,2.0,2010-08-29,43.378492,-6.206305,5,33,59,SALAS,4,184,215,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.206305 43.378492),32,1,4,15.5,2.0
59841,2010331529,1.0,2010-08-30,43.409751,-5.660576,5,33,66,SIERO,4,125,180,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.660576 43.409751),32,1,5,55.0,5.0
59843,2010331538,1.5,2010-08-30,43.099091,-5.845384,5,33,33,LENA,4,135,200,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.845384 43.099091),32,1,5,43.333333333333336,3.3333333333333335
59844,2010331539,2.0,2010-08-30,43.084962,-5.792508,5,33,33,LENA,4,379,453,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.792508 43.084962),32,1,7,37.0,3.5
59845,2010331541,1.94,2010-08-31,43.457659,-4.935177,5,33,36,LLANES,4,134,160,2010,8,Asturias,Menos_de_24h,3.0,POINT (-4.935177 43.457659),32,1,6,13.402061855670103,3.0927835051546393
59846,2010331542,2.0,2010-08-31,43.368374,-5.978616,5,33,26,GRADO,6,260,274,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.978616 43.368374),32,0,6,7.0,3.0
59848,2010331544,2.5,2010-08-31,43.07189,-5.769438,5,33,33,LENA,4,148,253,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.769438 43.07189),32,1,6,42.0,2.4
59849,2010331545,2.0,2010-08-31,43.189204,-5.238763,5,33,50,PONGA,4,197,209,2010,8,Asturias,Menos_de_24h,3.0,POINT (-5.238763 43.189204),32,1,8,6.0,4.0
59851,2010331548,10.0,2010-08-31,43.189932,-6.637252,5,33,11,CANGAS DEL NARCEA,4,1384,1412,2010,8,Asturias,Menos_de_24h,3.0,POINT (-6.637252 43.189932),32,1,13,2.8,1.3
59853,2010331555,4.0,2010-09-01,42.978369,-6.777244,5,33,28,IBIAS,1,860,6470,2010,9,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.777244 42.978369),32,0,66,1402.5,16.5
59854,2010331556,7.5,2010-09-01,43.490776,-6.616374,5,33,34,VALDÉS,4,296,536,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.616374 43.490776),32,1,11,32.0,1.4666666666666666
59855,2010331559,2.37,2010-09-01,43.146318,-6.149559,5,33,72,TEVERGA,4,2824,2898,2010,9,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.149559 43.146318),32,1,4,31.22362869198312,1.6877637130801686
59858,2010331567,1.5,2010-09-02,43.453418,-5.909637,5,33,35,LLANERA,4,113,205,2010,9,Asturias,Menos_de_24h,3.0,POINT (-5.909637 43.453418),32,1,10,61.333333333333336,6.666666666666667
59862,2010331572,5.0,2010-09-02,43.292444,-5.168341,5,33,3,AMIEVA,4,1320,1406,2010,9,Asturias,Menos_de_24h,3.0,POINT (-5.168341 43.292444),32,1,12,17.2,2.4
59864,2010331575,2.5,2010-09-03,43.327018,-5.602137,5,33,60,SAN MARTÍN DEL REY AURELIO,4,364,387,2010,9,Asturias,Menos_de_24h,3.0,POINT (-5.602137 43.327018),32,1,6,9.2,2.4
59865,2010331584,20.0,2010-09-03,42.937582,-6.594462,5,33,22,DEGAÑA,4,4050,4104,2010,9,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.594462 42.937582),32,1,27,2.7,1.35
59870,2010331595,30.42,2010-09-04,43.125575,-6.472829,5,33,11,CANGAS DEL NARCEA,4,1424,2529,2010,9,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.472829 43.125575),32,1,37,36.324786324786324,1.2163050624589085
59871,2010331596,5.0,2010-09-05,43.290529,-6.192946,5,33,5,BELMONTE DE MIRANDA,4,488,544,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.192946 43.290529),32,1,4,11.2,0.8
59872,2010331597,180.0,2010-09-05,43.254251,-6.662273,5,33,1,ALLANDE,4,1925,2645,2010,9,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.662273 43.254251),32,1,45,4.0,0.25
59873,2010331599,53.7,2010-09-05,43.321887,-6.646731,5,33,73,TINEO,4,528,2823,2010,9,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.646731 43.321887),32,1,28,42.737430167597765,0.521415270018622
59875,2010331611,6.3,2010-09-05,43.144406,-6.62896,5,33,11,CANGAS DEL NARCEA,4,330,1020,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.62896 43.144406),32,1,15,109.52380952380953,2.380952380952381
59876,2010331615,110.9,2010-09-06,43.090067,-6.807829,5,33,28,IBIAS,4,1394,1424,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.807829 43.090067),32,1,58,0.27051397655545534,0.5229936880072137
59878,2010331619,40.0,2010-09-06,42.925582,-6.775737,5,33,28,IBIAS,6,415,530,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.775737 42.925582),32,0,11,2.875,0.275
59879,2010331620,5.0,2010-09-06,43.147863,-6.406206,5,33,11,CANGAS DEL NARCEA,4,297,308,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.406206 43.147863),32,1,8,2.2,1.6
59882,2010331632,2.0,2010-09-09,43.254251,-6.662273,5,33,1,ALLANDE,6,3101,4070,2010,9,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.662273 43.254251),32,0,39,484.5,19.5
59883,2010331636,1.0,2010-09-10,43.412516,-5.67905,5,33,66,SIERO,4,214,226,2010,9,Asturias,Menos_de_24h,3.0,POINT (-5.67905 43.412516),32,1,4,12.0,4.0
59884,2010331644,10.83,2010-09-11,43.227052,-6.960193,5,33,61,SAN MARTÍN DE OSCOS,4,375,376,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.960193 43.227052),32,1,24,0.09233610341643582,2.21606648199446
59886,2010331646,3.1,2010-09-11,43.249562,-6.510954,5,33,73,TINEO,4,332,336,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.510954 43.249562),32,1,9,1.2903225806451613,2.903225806451613
59889,2010331659,2.0,2010-09-11,43.312594,-6.743628,5,33,1,ALLANDE,4,308,327,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.743628 43.312594),32,1,5,9.5,2.5
59890,2010331661,2.0,2010-09-12,43.163935,-6.674923,5,33,11,CANGAS DEL NARCEA,6,141,216,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.674923 43.163935),32,0,4,37.5,2.0
59891,2010331665,35.0,2010-09-13,43.312594,-6.743628,5,33,1,ALLANDE,6,293,294,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.743628 43.312594),32,0,43,0.02857142857142857,1.2285714285714286
59892,2010331666,6.6,2010-09-13,43.108612,-6.615903,5,33,11,CANGAS DEL NARCEA,4,145,311,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.615903 43.108612),32,1,10,25.151515151515152,1.5151515151515151
59893,2010331667,11.87,2010-09-13,43.099099,-6.000986,5,33,53,QUIRÓS,4,726,727,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.000986 43.099099),32,1,4,0.08424599831508003,0.33698399326032014
59894,2010331668,2.0,2010-09-14,43.144716,-6.804598,5,33,1,ALLANDE,4,686,826,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.804598 43.144716),32,1,14,70.0,7.0
59895,2010331669,4.75,2010-09-14,43.080033,-6.003907,5,33,53,QUIRÓS,4,306,321,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.003907 43.080033),32,1,9,3.1578947368421053,1.894736842105263
59897,2010331674,5.0,2010-09-14,43.078673,-6.005251,5,33,72,TEVERGA,2,504,521,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.005251 43.078673),32,0,3,3.4,0.6
59899,2010331678,7.0,2010-09-14,43.156466,-6.656192,5,33,11,CANGAS DEL NARCEA,4,1185,1602,2010,9,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.656192 43.156466),32,1,18,59.57142857142857,2.5714285714285716
59900,2010331680,1.0,2010-09-14,43.366096,-5.660381,5,33,66,SIERO,4,125,378,2010,9,Asturias,Menos_de_24h,3.0,POINT (-5.660381 43.366096),32,1,13,253.0,13.0
59901,2010331681,4.0,2010-09-14,43.367654,-6.198337,5,33,59,SALAS,4,374,401,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.198337 43.367654),32,1,8,6.75,2.0
59902,2010331686,4.0,2010-09-15,43.381455,-5.625785,5,33,66,SIERO,4,220,254,2010,9,Asturias,Menos_de_24h,3.0,POINT (-5.625785 43.381455),32,1,4,8.5,1.0
59903,2010331687,22.5,2010-09-15,43.089355,-6.431406,5,33,11,CANGAS DEL NARCEA,4,283,823,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.431406 43.089355),32,1,29,24.0,1.288888888888889
59908,2010331698,2.0,2010-09-15,43.0938,-6.010755,5,33,53,QUIRÓS,4,315,324,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.010755 43.0938),32,1,5,4.5,2.5
59909,2010331703,3.0,2010-09-20,43.153125,-6.680917,5,33,11,CANGAS DEL NARCEA,4,204,504,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.680917 43.153125),32,1,24,100.0,8.0
59911,2010331706,1.1,2010-09-20,43.018087,-6.772989,5,33,28,IBIAS,1,875,1325,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.772989 43.018087),32,0,9,409.09090909090907,8.181818181818182
59913,2010331713,1.5,2010-09-21,43.033933,-5.777401,5,33,33,LENA,4,135,160,2010,9,Asturias,Menos_de_24h,3.0,POINT (-5.777401 43.033933),32,1,3,16.666666666666668,2.0
59914,2010331714,3.0,2010-09-22,43.167449,-6.632473,5,33,11,CANGAS DEL NARCEA,4,706,766,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.632473 43.167449),32,1,16,20.0,5.333333333333333
59915,2010331716,3.0,2010-09-22,43.057937,-5.612383,5,33,2,ALLER,4,188,202,2010,9,Asturias,Menos_de_24h,3.0,POINT (-5.612383 43.057937),32,1,6,4.666666666666667,2.0
59916,2010331718,1.0,2010-09-22,43.159661,-6.666254,5,33,11,CANGAS DEL NARCEA,4,91,1483,2010,9,Asturias,Entre_1dia_y_1semana,3.0,POINT (-6.666254 43.159661),32,1,10,1392.0,10.0
59918,2010331720,5.0,2010-09-22,43.153116,-6.511271,5,33,11,CANGAS DEL NARCEA,4,135,330,2010,9,Asturias,Menos_de_24h,3.0,POINT (-6.511271 43.153116),32,1,7,39.0,1.4
59925,2010331742,6.2,2010-10-02,43.170874,-6.701023,5,33,11,CANGAS DEL NARCEA,4,295,325,2010,10,Asturias,Menos_de_24h,4.0,POINT (-6.701023 43.170874),32,1,10,4.838709677419355,1.6129032258064515
59926,2010331743,31.1,2010-10-02,43.192411,-6.677804,5,33,11,CANGAS DEL NARCEA,4,418,463,2010,10,Asturias,Menos_de_24h,4.0,POINT (-6.677804 43.192411),32,1,10,1.4469453376205788,0.3215434083601286
59930,2010331748,15.0,2010-10-03,43.102018,-5.761261,5,33,33,LENA,4,236,256,2010,10,Asturias,Menos_de_24h,4.0,POINT (-5.761261 43.102018),32,1,3,1.3333333333333333,0.2
59931,2010331750,3.0,2010-10-03,43.133316,-6.510501,5,33,11,CANGAS DEL NARCEA,4,104,106,2010,10,Asturias,Menos_de_24h,4.0,POINT (-6.510501 43.133316),32,1,6,0.6666666666666666,2.0
59932,2010331759,2.0,2010-10-19,43.317135,-6.396447,5,33,73,TINEO,4,57,216,2010,10,Asturias,Menos_de_24h,4.0,POINT (-6.396447 43.317135),32,1,4,79.5,2.0
59933,2010331762,2.0,2010-10-22,43.451347,-6.567635,5,33,73,TINEO,4,157,168,2010,10,Asturias,Menos_de_24h,4.0,POINT (-6.567635 43.451347),32,1,7,5.5,3.5
59935,2010331764,1.5,2010-10-22,43.139954,-6.208751,5,33,68,SOMIEDO,4,107,125,2010,10,Asturias,Menos_de_24h,4.0,POINT (-6.208751 43.139954),32,1,4,12.0,2.6666666666666665
59936,2010331772,1.0,2010-10-28,43.322759,-4.53856,5,33,47,PEÑAMELLERA BAJA,4,93,135,2010,10,Asturias,Menos_de_24h,4.0,POINT (-4.53856 43.322759),32,1,8,42.0,8.0
59937,2010331775,71.5,2010-10-29,43.113858,-6.454458,5,33,11,CANGAS DEL NARCEA,4,400,505,2010,10,Asturias,Menos_de_24h,4.0,POINT (-6.454458 43.113858),32,1,16,1.4685314685314685,0.22377622377622378
59938,2010331781,1.5,2010-11-13,43.106788,-5.503171,5,33,2,ALLER,4,94,149,2010,11,Asturias,Menos_de_24h,4.0,POINT (-5.503171 43.106788),32,1,4,36.666666666666664,2.6666666666666665
59939,2010331793,2.0,2010-12-06,43.27836,-5.390619,5,33,49,PILOÑA,4,86,174,2010,12,Asturias,Menos_de_24h,4.0,POINT (-5.390619 43.27836),32,1,4,44.0,2.0
59940,2010331795,1.0,2010-12-19,43.413831,-5.619601,5,33,66,SIERO,4,66,81,2010,12,Asturias,Menos_de_24h,4.0,POINT (-5.619601 43.413831),32,1,4,15.0,4.0
59966,2010331860,1.1,2010-12-30,43.447819,-5.627148,5,33,24,GIJÓN,4,57,236,2010,12,Asturias,Menos_de_24h,4.0,POINT (-5.627148 43.447819),32,1,10,162.72727272727272,9.09090909090909
59967,2010331862,1.5,2010-10-07,43.230727,-5.990837,5,33,53,QUIRÓS,4,112,117,2010,10,Asturias,Menos_de_24h,4.0,POINT (-5.990837 43.230727),32,1,5,3.3333333333333335,3.3333333333333335
64346,2011330010,5.8,2011-02-11,43.468508,-6.136677,5,33,51,PRAVIA,2,229,299,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.136677 43.468508),32,0,13,12.068965517241379,2.241379310344828
64347,2011330011,4.2,2011-01-08,43.378671,-4.954462,5,33,36,LLANES,4,214,220,2011,1,Asturias,Menos_de_24h,,POINT (-4.954462 43.378671),32,1,3,1.4285714285714286,0.7142857142857143
64351,2011330036,1.7,2011-01-24,43.160396,-6.48394,5,33,11,CANGAS DEL NARCEA,4,102,117,2011,1,Asturias,Menos_de_24h,,POINT (-6.48394 43.160396),32,1,3,8.823529411764707,1.7647058823529411
64353,2011330049,6.37,2011-02-05,43.30357,-6.06864,5,33,26,GRADO,4,206,214,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.06864 43.30357),32,1,5,1.2558869701726845,0.7849293563579278
64354,2011330059,10.0,2011-02-06,43.344372,-5.739943,5,33,66,SIERO,4,337,402,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.739943 43.344372),32,1,9,6.5,0.9
64355,2011330062,2.0,2011-02-07,43.329165,-5.237856,5,33,49,PILOÑA,4,88,108,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.237856 43.329165),32,1,3,10.0,1.5
64356,2011330063,2.0,2011-02-07,43.314042,-5.761083,5,33,31,LANGREO,4,142,150,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.761083 43.314042),32,1,3,4.0,1.5
64357,2011330064,3.0,2011-02-07,43.230697,-5.71424,5,33,37,MIERES,4,110,203,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.71424 43.230697),32,1,5,31.0,1.6666666666666667
64359,2011330067,26.0,2011-02-07,43.38738,-4.70451,5,33,36,LLANES,4,933,1086,2011,2,Asturias,Menos_de_24h,1.0,POINT (-4.70451 43.38738),32,1,6,5.884615384615385,0.23076923076923078
64361,2011330071,2.0,2011-02-07,43.3212,-5.057951,5,33,12,CANGAS DE ONÍS,4,199,211,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.057951 43.3212),32,1,5,6.0,2.5
64362,2011330075,5.0,2011-02-08,43.159152,-6.667774,5,33,11,CANGAS DEL NARCEA,4,101,119,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.667774 43.159152),32,1,1,3.6,0.2
64363,2011330076,2.0,2011-02-08,43.231007,-5.718626,5,33,37,MIERES,4,187,231,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.718626 43.231007),32,1,16,22.0,8.0
64364,2011330078,2.0,2011-02-08,43.372537,-4.63949,5,33,36,LLANES,4,98,108,2011,2,Asturias,Menos_de_24h,1.0,POINT (-4.63949 43.372537),32,1,4,5.0,2.0
64365,2011330081,2.05,2011-02-08,43.197776,-6.493111,5,33,11,CANGAS DEL NARCEA,4,91,196,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.493111 43.197776),32,1,3,51.21951219512196,1.4634146341463417
64366,2011330085,4.88,2011-02-08,43.278694,-5.387971,5,33,49,PILOÑA,4,194,218,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.387971 43.278694),32,1,6,4.918032786885246,1.2295081967213115
64367,2011330087,2.0,2011-02-08,43.170735,-5.735521,5,33,2,ALLER,4,105,160,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.735521 43.170735),32,1,4,27.5,2.0
64368,2011330091,2.0,2011-02-08,43.229522,-6.273461,5,33,5,BELMONTE DE MIRANDA,4,287,288,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.273461 43.229522),32,1,5,0.5,2.5
64369,2011330092,1.5,2011-02-08,43.222822,-5.737888,5,33,37,MIERES,4,190,211,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.737888 43.222822),32,1,5,14.0,3.3333333333333335
64370,2011330095,4.0,2011-02-08,43.323276,-5.536688,5,33,6,BIMENES,4,118,148,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.536688 43.323276),32,1,5,7.5,1.25
64372,2011330097,2.0,2011-02-08,43.314692,-5.417989,5,33,49,PILOÑA,4,136,166,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.417989 43.314692),32,1,5,15.0,2.5
64373,2011330101,16.71,2011-02-08,43.421395,-5.174867,5,33,45,PARRES,4,353,468,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.174867 43.421395),32,1,9,6.882106523040095,0.5385996409335727
64374,2011330103,4.48,2011-02-08,43.117524,-6.229819,5,33,68,SOMIEDO,4,167,188,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.229819 43.117524),32,1,2,4.687499999999999,0.4464285714285714
64375,2011330104,2.0,2011-02-08,43.34914,-6.335301,5,33,73,TINEO,4,94,173,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.335301 43.34914),32,1,4,39.5,2.0
64376,2011330105,3.0,2011-02-08,43.319947,-5.23732,5,33,49,PILOÑA,4,138,169,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.23732 43.319947),32,1,3,10.333333333333334,1.0
64377,2011330106,3.0,2011-02-08,43.291449,-5.863957,5,33,57,RIBERA DE ARRIBA,4,224,255,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.863957 43.291449),32,1,3,10.333333333333334,1.0
64378,2011330107,11.1,2011-02-08,43.377314,-6.425695,5,33,73,TINEO,4,172,250,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.425695 43.377314),32,1,8,7.027027027027027,0.7207207207207208
64379,2011330108,2.1,2011-02-08,43.05499,-6.461058,5,33,11,CANGAS DEL NARCEA,4,101,121,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.461058 43.05499),32,1,4,9.523809523809524,1.9047619047619047
64380,2011330109,1.3,2011-02-08,43.309135,-5.539329,5,33,6,BIMENES,4,92,127,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.539329 43.309135),32,1,5,26.923076923076923,3.846153846153846
64381,2011330110,3.0,2011-02-08,43.341635,-5.090471,5,33,12,CANGAS DE ONÍS,4,46,56,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.090471 43.341635),32,1,3,3.3333333333333335,1.0
64382,2011330113,3.0,2011-02-08,43.477323,-6.335458,5,33,59,SALAS,4,232,269,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.335458 43.477323),32,1,3,12.333333333333334,1.0
64383,2011330114,2.3,2011-02-09,43.117661,-6.63539,5,33,11,CANGAS DEL NARCEA,4,64,79,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.63539 43.117661),32,1,4,6.521739130434783,1.7391304347826089
64384,2011330115,8.25,2011-02-09,43.34279,-5.216064,5,33,45,PARRES,4,170,194,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.216064 43.34279),32,1,3,2.909090909090909,0.36363636363636365
64385,2011330116,2.0,2011-02-09,43.326815,-5.758221,5,33,44,OVIEDO,4,132,180,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.758221 43.326815),32,1,5,24.0,2.5
64386,2011330117,10.0,2011-02-09,43.251804,-5.072908,5,33,3,AMIEVA,4,154,179,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.072908 43.251804),32,1,4,2.5,0.4
64387,2011330118,12.0,2011-02-09,43.263435,-5.946607,5,33,38,MORCÍN,4,76,81,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.946607 43.263435),32,1,2,0.4166666666666667,0.16666666666666666
64388,2011330121,1.5,2011-02-09,43.310714,-4.909273,5,33,8,CABRALES,4,80,125,2011,2,Asturias,Menos_de_24h,1.0,POINT (-4.909273 43.310714),32,1,5,30.0,3.3333333333333335
64390,2011330123,1.5,2011-02-09,43.221349,-5.616227,5,33,32,LAVIANA,4,70,85,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.616227 43.221349),32,1,5,10.0,3.3333333333333335
64391,2011330127,4.0,2011-02-09,43.204768,-5.61798,5,33,32,LAVIANA,2,43,64,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.61798 43.204768),32,0,3,5.25,0.75
64392,2011330128,3.0,2011-02-09,43.399133,-5.019986,5,33,12,CANGAS DE ONÍS,4,185,195,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.019986 43.399133),32,1,7,3.3333333333333335,2.3333333333333335
64394,2011330136,2.0,2011-02-09,43.314619,-5.584283,5,33,6,BIMENES,4,86,118,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.584283 43.314619),32,1,7,16.0,3.5
64395,2011330138,1.59,2011-02-09,43.299902,-5.899033,5,33,57,RIBERA DE ARRIBA,4,147,155,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.899033 43.299902),32,1,3,5.031446540880503,1.8867924528301885
64396,2011330139,7.6,2011-02-09,43.276514,-5.932389,5,33,38,MORCÍN,4,298,315,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.932389 43.276514),32,1,3,2.236842105263158,0.39473684210526316
64397,2011330143,11.98,2011-02-09,43.280802,-6.230107,5,33,5,BELMONTE DE MIRANDA,2,294,296,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.230107 43.280802),32,0,8,0.1669449081803005,0.667779632721202
64398,2011330144,1.4,2011-02-10,43.155936,-6.522988,5,33,11,CANGAS DEL NARCEA,2,87,104,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.522988 43.155936),32,0,5,12.142857142857144,3.5714285714285716
64399,2011330146,10.0,2011-02-10,43.288867,-6.240439,5,33,5,BELMONTE DE MIRANDA,4,97,107,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.240439 43.288867),32,1,3,1.0,0.3
64400,2011330148,2.0,2011-02-10,43.335313,-5.197128,5,33,45,PARRES,4,157,170,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.197128 43.335313),32,1,4,6.5,2.0
64401,2011330151,18.2,2011-02-10,43.297976,-5.436002,5,33,49,PILOÑA,4,191,236,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.436002 43.297976),32,1,20,2.4725274725274726,1.098901098901099
64402,2011330152,2.0,2011-02-10,43.323651,-5.683871,5,33,31,LANGREO,4,81,109,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.683871 43.323651),32,1,3,14.0,1.5
64403,2011330153,4.6,2011-02-10,43.279046,-5.858039,5,33,38,MORCÍN,4,68,76,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.858039 43.279046),32,1,2,1.7391304347826089,0.4347826086956522
64404,2011330154,20.0,2011-02-10,43.124496,-5.791529,5,33,33,LENA,4,412,462,2011,2,Asturias,Menos_de_24h,1.0,POINT (-5.791529 43.124496),32,1,18,2.5,0.9
64405,2011330159,14.7,2011-02-10,43.258603,-6.784973,5,33,1,ALLANDE,4,166,221,2011,2,Asturias,Menos_de_24h,1.0,POINT (-6.784973 43.258603),32,1,11,3.741496598639456,0.7482993197278912
