,id,superficie,fecha,lat,lng,idcomunidad,idprovincia,idmunicipio,municipio,causa,time_ctrl,time_ext,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right,Y,recursos
43711,2007050010,30.0,2007-03-04,40.381831,-4.916371,17,5,160,NAVALOSA,2,540,570,2007,3,Ávila,Menos_de_24h,1,POINT (-4.916371 40.381831),4,0,15
43712,2007050014,19.8,2007-03-10,40.350945,-4.905276,17,5,167,NAVARREVISCA,2,260,370,2007,3,Ávila,Menos_de_24h,1,POINT (-4.905276 40.350945),4,0,104
43713,2007050017,2.0,2007-03-13,40.345438,-5.513891,17,5,21,BARCO DE AVILA EL,4,150,180,2007,3,Ávila,Menos_de_24h,1,POINT (-5.513891 40.345438),4,1,5
43714,2007050018,1.0,2007-03-13,40.174605,-5.175879,17,5,189,POYALES DEL HOYO,2,90,150,2007,3,Ávila,Menos_de_24h,1,POINT (-5.175879 40.174605),4,0,8
43715,2007050042,21.5,2007-07-13,40.689748,-5.208282,17,5,44,CABEZAS DEL VILLAR,4,165,330,2007,7,Ávila,Menos_de_24h,3,POINT (-5.208282 40.689748),4,1,254
43716,2007050047,2.0,2007-07-28,40.485706,-4.645155,17,5,22,BARRACO EL,3,110,320,2007,7,Ávila,Menos_de_24h,3,POINT (-4.645155 40.485706),4,0,94
43718,2007050050,7.5,2007-07-30,40.682905,-4.877864,17,5,205,SANCHORREJA,3,66,201,2007,7,Ávila,Menos_de_24h,3,POINT (-4.877864 40.682905),4,0,49
43719,2007050051,1.5,2007-07-31,41.048465,-4.701693,17,5,16,AREVALO,4,90,240,2007,7,Ávila,Menos_de_24h,3,POINT (-4.701693 41.048465),4,1,17
43720,2007050052,43.88,2007-07-31,40.562671,-4.67482,17,5,245,TORNADIZOS DE AVILA,3,232,907,2007,7,Ávila,Menos_de_24h,3,POINT (-4.67482 40.562671),4,0,51
43721,2007050053,428.0,2007-07-31,40.624597,-5.040751,17,5,213,S JUAN DEL OLMO,3,936,2256,2007,7,Ávila,Entre_1dia_y_1semana,3,POINT (-5.040751 40.624597),4,0,342
43722,2007050058,4.0,2007-08-05,40.957054,-4.759964,17,5,152,NAVA DE AREVALO,1,90,240,2007,8,Ávila,Menos_de_24h,3,POINT (-4.759964 40.957054),4,0,22
43726,2007050085,19.3,2007-08-10,40.308814,-4.624768,17,5,2,ADRADA LA,4,162,2805,2007,8,Ávila,Entre_1dia_y_1semana,3,POINT (-4.624768 40.308814),4,1,253
43727,2007050090,63.13,2007-09-07,40.416235,-5.56772,17,5,108,JUNCIANA,4,100,360,2007,9,Ávila,Menos_de_24h,3,POINT (-5.56772 40.416235),4,1,72
43728,2007050094,4.3,2007-09-10,40.178844,-5.155884,17,5,189,POYALES DEL HOYO,4,145,250,2007,9,Ávila,Menos_de_24h,3,POINT (-5.155884 40.178844),4,1,19
43729,2007050105,1.49,2007-10-12,40.451786,-4.503914,17,5,57,CEBREROS,2,60,120,2007,10,Ávila,Menos_de_24h,4,POINT (-4.503914 40.451786),4,0,17
43730,2007050106,5.0,2007-10-13,40.162312,-5.156923,17,5,14,ARENAS DE SAN PEDRO,4,105,110,2007,10,Ávila,Menos_de_24h,4,POINT (-5.156923 40.162312),4,1,7
43731,2007050108,1.2,2007-10-20,40.577971,-5.158183,17,5,260,VILLANUEVA DEL CAMPILLO,4,120,135,2007,10,Ávila,Menos_de_24h,4,POINT (-5.158183 40.577971),4,1,5
43732,2007050122,142.0,2007-11-18,40.357527,-4.898313,17,5,167,NAVARREVISCA,2,560,1725,2007,11,Ávila,Entre_1dia_y_1semana,4,POINT (-4.898313 40.357527),4,0,98
43733,2007050128,3.0,2007-11-28,40.311616,-4.919832,17,5,233,SERRANILLOS,4,120,270,2007,11,Ávila,Menos_de_24h,4,POINT (-4.919832 40.311616),4,1,14
43734,2007050129,2.1,2007-11-29,40.482049,-4.419609,17,5,57,CEBREROS,4,90,240,2007,11,Ávila,Menos_de_24h,4,POINT (-4.419609 40.482049),4,1,8
43735,2007050130,3.5,2007-12-07,40.262361,-5.11786,17,5,100,HORNILLO EL,2,130,1390,2007,12,Ávila,Menos_de_24h,4,POINT (-5.11786 40.262361),4,0,49
43738,2007050133,5.5,2007-12-08,40.384114,-5.279004,17,5,901,S JUAN DE GREDOS,4,165,225,2007,12,Ávila,Menos_de_24h,4,POINT (-5.279004 40.384114),4,1,10
47100,2008050001,3.75,2008-01-21,40.407458,-4.923567,17,5,160,NAVALOSA,2,125,270,2008,1,Ávila,Menos_de_24h,,POINT (-4.923567 40.407458),4,0,14
47101,2008050002,6.0,2008-01-23,40.550231,-5.176234,17,5,52,CASAS DEL PUERTO,2,315,420,2008,1,Ávila,Menos_de_24h,,POINT (-5.176234 40.550231),4,0,2
47102,2008050005,2.0,2008-01-27,40.343097,-5.537325,17,5,170,NAVATEJARES,4,45,135,2008,1,Ávila,Menos_de_24h,,POINT (-5.537325 40.343097),4,1,8
47103,2008050007,2.8,2008-01-29,40.303609,-5.629158,17,5,192,PUERTO CASTILLA,2,120,210,2008,1,Ávila,Menos_de_24h,,POINT (-5.629158 40.303609),4,0,11
47106,2008050015,3.2,2008-02-09,40.410171,-5.675395,17,5,199,S BARTOLOME DE BEJAR,4,100,140,2008,2,Ávila,Menos_de_24h,1,POINT (-5.675395 40.410171),4,1,11
47107,2008050016,4.5,2008-02-09,40.453029,-5.509656,17,5,97,HORCAJADA LA,4,92,157,2008,2,Ávila,Menos_de_24h,1,POINT (-5.509656 40.453029),4,1,24
47109,2008050019,1.05,2008-02-10,40.401893,-4.853415,17,5,169,NAVATALGORDO,2,150,210,2008,2,Ávila,Menos_de_24h,1,POINT (-4.853415 40.401893),4,0,13
47110,2008050020,2.16,2008-02-10,40.407777,-5.627436,17,5,24,BECEDAS,4,80,105,2008,2,Ávila,Menos_de_24h,1,POINT (-5.627436 40.407777),4,1,5
47111,2008050021,39.0,2008-02-11,40.285825,-5.654087,17,5,192,PUERTO CASTILLA,4,535,555,2008,2,Ávila,Menos_de_24h,1,POINT (-5.654087 40.285825),4,1,28
47113,2008050029,2.37,2008-02-16,40.314682,-5.603982,17,5,236,SOLANA DE ÁVILA,4,75,105,2008,2,Ávila,Menos_de_24h,1,POINT (-5.603982 40.314682),4,1,6
47114,2008050037,1.5,2008-03-05,40.316216,-5.512665,17,5,244,TORMELLAS,4,15,45,2008,3,Ávila,Menos_de_24h,1,POINT (-5.512665 40.316216),4,1,8
47115,2008050039,2.6,2008-03-05,40.306301,-5.621674,17,5,192,PUERTO CASTILLA,4,160,205,2008,3,Ávila,Menos_de_24h,1,POINT (-5.621674 40.306301),4,1,13
47116,2008050041,2.1,2008-03-08,40.316815,-5.594826,17,5,236,SOLANA DE ÁVILA,4,500,590,2008,3,Ávila,Menos_de_24h,1,POINT (-5.594826 40.316815),4,1,15
47117,2008050043,6.0,2008-03-08,40.374005,-4.765794,17,5,41,BURGOHONDO,4,180,270,2008,3,Ávila,Menos_de_24h,1,POINT (-4.765794 40.374005),4,1,15
47118,2008050044,1.5,2008-03-08,40.310316,-5.610227,17,5,192,PUERTO CASTILLA,4,70,130,2008,3,Ávila,Menos_de_24h,1,POINT (-5.610227 40.310316),4,1,8
47120,2008050048,3.0,2008-03-13,40.299964,-5.542392,17,5,153,NAVA DEL BARCO,4,150,151,2008,3,Ávila,Menos_de_24h,1,POINT (-5.542392 40.299964),4,1,2
47121,2008050049,4.7,2008-03-13,40.38903,-5.398438,17,5,18,AVELLANEDA,2,195,300,2008,3,Ávila,Menos_de_24h,1,POINT (-5.398438 40.38903),4,0,29
47122,2008050051,4.0,2008-03-14,40.391986,-4.876695,17,5,167,NAVARREVISCA,2,195,240,2008,3,Ávila,Menos_de_24h,1,POINT (-4.876695 40.391986),4,0,29
47123,2008050052,2.5,2008-03-16,40.401221,-5.613478,17,5,24,BECEDAS,2,165,240,2008,3,Ávila,Menos_de_24h,1,POINT (-5.613478 40.401221),4,0,9
47124,2008050057,3.9,2008-03-17,40.358456,-5.547133,17,5,51,CARRERA LA,4,45,120,2008,3,Ávila,Menos_de_24h,1,POINT (-5.547133 40.358456),4,1,24
47125,2008050058,1.3,2008-03-19,40.402083,-5.616375,17,5,24,BECEDAS,4,95,125,2008,3,Ávila,Menos_de_24h,1,POINT (-5.616375 40.402083),4,1,10
47126,2008050061,78.0,2008-03-21,40.251497,-5.540976,17,5,159,NAVALONGUILLA,4,490,815,2008,3,Ávila,Menos_de_24h,1,POINT (-5.540976 40.251497),4,1,32
47128,2008050063,1.7,2008-03-21,40.328459,-5.581278,17,5,249,UMBRIAS,2,100,135,2008,3,Ávila,Menos_de_24h,1,POINT (-5.581278 40.328459),4,0,30
47129,2008050065,4.0,2008-03-21,40.568197,-4.481403,17,5,201,S BARTOLOME DE PINARES,4,150,210,2008,3,Ávila,Menos_de_24h,1,POINT (-4.481403 40.568197),4,1,1
47130,2008050066,178.4,2008-03-21,40.390014,-5.29678,17,5,162,NAVALPERAL DE TORMES,4,780,990,2008,3,Ávila,Menos_de_24h,1,POINT (-5.29678 40.390014),4,1,44
47132,2008050072,3.0,2008-03-29,40.861693,-4.540593,17,5,115,MAELLO,2,52,112,2008,3,Ávila,Menos_de_24h,1,POINT (-4.540593 40.861693),4,0,21
47134,2008050075,1.0,2008-04-02,40.616056,-4.443154,17,5,161,NAVALPERAL DE PINARES,4,45,75,2008,4,Ávila,Menos_de_24h,2,POINT (-4.443154 40.616056),4,1,6
47135,2008050076,1.3,2008-04-03,40.396571,-5.61635,17,5,24,BECEDAS,4,145,185,2008,4,Ávila,Menos_de_24h,2,POINT (-5.61635 40.396571),4,1,18
47137,2008050082,6.0,2008-04-05,40.398598,-4.989311,17,5,901,S JUAN DE GREDOS,2,120,180,2008,4,Ávila,Menos_de_24h,2,POINT (-4.989311 40.398598),4,0,14
47138,2008050083,1.5,2008-04-05,40.583895,-5.182334,17,5,260,VILLANUEVA DEL CAMPILLO,4,130,180,2008,4,Ávila,Menos_de_24h,2,POINT (-5.182334 40.583895),4,1,21
47139,2008050084,1.9,2008-04-06,40.401476,-5.614537,17,5,24,BECEDAS,4,150,151,2008,4,Ávila,Menos_de_24h,2,POINT (-5.614537 40.401476),4,1,7
47140,2008050085,452.0,2008-04-06,40.4417,-5.244636,17,5,155,NAVAESCURIAL,4,1035,1380,2008,4,Ávila,Menos_de_24h,2,POINT (-5.244636 40.4417),4,1,53
47141,2008050086,1.2,2008-04-06,40.287,-5.616775,17,5,192,PUERTO CASTILLA,4,165,210,2008,4,Ávila,Menos_de_24h,2,POINT (-5.616775 40.287),4,1,9
47142,2008050088,12.0,2008-04-06,40.363542,-5.645912,17,5,24,BECEDAS,4,330,390,2008,4,Ávila,Menos_de_24h,2,POINT (-5.645912 40.363542),4,1,4
47143,2008050089,5.92,2008-04-07,40.486967,-5.209948,17,5,257,VILLAFRANCA DE LA SIERRA,4,135,525,2008,4,Ávila,Menos_de_24h,2,POINT (-5.209948 40.486967),4,1,25
47144,2008050096,5.0,2008-05-13,40.938589,-4.6672,17,5,90,GUTIERRE-MUÑOZ,2,80,140,2008,5,Ávila,Menos_de_24h,2,POINT (-4.6672 40.938589),4,0,15
47145,2008050100,2.6,2008-07-09,40.442132,-4.598946,17,5,22,BARRACO EL,3,70,360,2008,7,Ávila,Menos_de_24h,3,POINT (-4.598946 40.442132),4,0,47
47146,2008050101,1.0,2008-07-11,40.617725,-4.662706,17,5,19,AVILA,1,56,213,2008,7,Ávila,Menos_de_24h,3,POINT (-4.662706 40.617725),4,0,17
47147,2008050103,2.0,2008-07-12,40.448129,-4.595927,17,5,22,BARRACO EL,2,180,360,2008,7,Ávila,Menos_de_24h,3,POINT (-4.595927 40.448129),4,0,63
47148,2008050107,6.93,2008-07-19,40.693188,-5.280561,17,5,218,S MIGUEL DE SERREZUELA,4,125,425,2008,7,Ávila,Menos_de_24h,3,POINT (-5.280561 40.693188),4,1,21
47149,2008050109,5.04,2008-07-22,40.690613,-5.266758,17,5,218,S MIGUEL DE SERREZUELA,4,105,245,2008,7,Ávila,Menos_de_24h,3,POINT (-5.266758 40.690613),4,1,52
47150,2008050112,1.28,2008-07-24,40.197765,-5.105792,17,5,14,ARENAS DE SAN PEDRO,4,235,1315,2008,7,Ávila,Menos_de_24h,3,POINT (-5.105792 40.197765),4,1,97
47151,2008050114,15.61,2008-07-24,40.237037,-4.870152,17,5,182,PEDRO BERNARDO,4,150,1710,2008,7,Ávila,Entre_1dia_y_1semana,3,POINT (-4.870152 40.237037),4,1,103
47153,2008050131,2.0,2008-08-13,40.695602,-4.453758,17,5,902,STA MARIA DEL CUBILLO,3,65,125,2008,8,Ávila,Menos_de_24h,3,POINT (-4.453758 40.695602),4,0,11
47154,2008050133,3.7,2008-08-18,40.403935,-4.437859,17,5,241,TIEMBLO EL,2,45,225,2008,8,Ávila,Menos_de_24h,3,POINT (-4.437859 40.403935),4,0,89
47155,2008050138,3.55,2008-08-23,40.199051,-5.063422,17,5,14,ARENAS DE SAN PEDRO,4,80,1000,2008,8,Ávila,Menos_de_24h,3,POINT (-5.063422 40.199051),4,1,96
47157,2008050144,1.0,2008-08-27,40.352052,-5.214272,17,5,901,S JUAN DE GREDOS,1,180,885,2008,8,Ávila,Menos_de_24h,3,POINT (-5.214272 40.352052),4,0,55
47158,2008050145,5.07,2008-08-28,40.340469,-5.234294,17,5,901,S JUAN DE GREDOS,1,240,375,2008,8,Ávila,Menos_de_24h,3,POINT (-5.234294 40.340469),4,0,32
47159,2008050149,1.2,2008-08-30,40.32242,-5.630618,17,5,236,SOLANA DE ÁVILA,4,46,1636,2008,8,Ávila,Entre_1dia_y_1semana,3,POINT (-5.630618 40.32242),4,1,12
47160,2008050152,1.02,2008-09-01,40.668713,-5.06733,17,5,119,MANJABALAGO,3,70,165,2008,9,Ávila,Menos_de_24h,3,POINT (-5.06733 40.668713),4,0,9
47161,2008050156,18.0,2008-09-05,40.359792,-5.554331,17,5,51,CARRERA LA,4,90,440,2008,9,Ávila,Menos_de_24h,3,POINT (-5.554331 40.359792),4,1,46
47162,2008050158,80.1,2008-09-08,40.396597,-5.560871,17,5,108,JUNCIANA,4,160,560,2008,9,Ávila,Menos_de_24h,3,POINT (-5.560871 40.396597),4,1,104
47163,2008050159,25.0,2008-09-08,40.384411,-5.264372,17,5,901,S JUAN DE GREDOS,4,450,2635,2008,9,Ávila,Entre_1dia_y_1semana,3,POINT (-5.264372 40.384411),4,1,55
47164,2008050163,4.46,2008-09-14,40.33364,-4.646577,17,5,2,ADRADA LA,4,220,1675,2008,9,Ávila,Entre_1dia_y_1semana,3,POINT (-4.646577 40.33364),4,1,151
47165,2008050171,6.2,2008-09-17,40.476112,-4.599586,17,5,22,BARRACO EL,2,50,175,2008,9,Ávila,Menos_de_24h,3,POINT (-4.599586 40.476112),4,0,87
47168,2008050190,27.8,2008-11-17,40.354584,-4.693988,17,5,187,PIEDRALAVES,2,650,795,2008,11,Ávila,Menos_de_24h,4,POINT (-4.693988 40.354584),4,0,31
47169,2008050192,1.05,2008-11-22,40.328467,-4.55625,17,5,55,CASILLAS,2,60,90,2008,11,Ávila,Menos_de_24h,4,POINT (-4.55625 40.328467),4,0,17
51502,2009050004,1.25,2009-02-17,40.326983,-4.581947,17,5,55,CASILLAS,2,60,240,2009,2,Ávila,Menos_de_24h,1,POINT (-4.581947 40.326983),4,0,29
51503,2009050006,1.43,2009-02-19,40.292293,-5.624484,17,5,192,PUERTO CASTILLA,4,35,85,2009,2,Ávila,Menos_de_24h,1,POINT (-5.624484 40.292293),4,1,10
51504,2009050010,9.0,2009-02-23,40.368727,-4.910735,17,5,167,NAVARREVISCA,2,165,240,2009,2,Ávila,Menos_de_24h,1,POINT (-4.910735 40.368727),4,0,31
51505,2009050013,1.0,2009-02-25,40.53155,-4.669016,17,5,22,BARRACO EL,2,75,135,2009,2,Ávila,Menos_de_24h,1,POINT (-4.669016 40.53155),4,0,14
51506,2009050014,3.0,2009-02-26,40.397639,-4.837168,17,5,169,NAVATALGORDO,2,95,110,2009,2,Ávila,Menos_de_24h,1,POINT (-4.837168 40.397639),4,0,17
51507,2009050015,1.02,2009-02-26,40.607172,-5.030233,17,5,135,MUÑANA,2,75,145,2009,2,Ávila,Menos_de_24h,1,POINT (-5.030233 40.607172),4,0,14
51509,2009050018,2.1,2009-02-27,40.581982,-5.173447,17,5,260,VILLANUEVA DEL CAMPILLO,2,135,180,2009,2,Ávila,Menos_de_24h,1,POINT (-5.173447 40.581982),4,0,18
51510,2009050020,3.0,2009-02-28,40.371973,-4.769039,17,5,41,BURGOHONDO,4,130,165,2009,2,Ávila,Menos_de_24h,1,POINT (-4.769039 40.371973),4,1,6
51511,2009050022,1.3,2009-02-28,40.178051,-5.166053,17,5,189,POYALES DEL HOYO,4,140,185,2009,2,Ávila,Menos_de_24h,1,POINT (-5.166053 40.178051),4,1,12
51513,2009050024,1.2,2009-03-01,40.17874,-5.162423,17,5,189,POYALES DEL HOYO,6,240,270,2009,3,Ávila,Menos_de_24h,1,POINT (-5.162423 40.17874),4,0,21
51514,2009050027,2.49,2009-03-08,40.303133,-5.613598,17,5,192,PUERTO CASTILLA,2,115,160,2009,3,Ávila,Menos_de_24h,1,POINT (-5.613598 40.303133),4,0,2
51517,2009050034,6.2,2009-03-10,40.319021,-5.505861,17,5,244,TORMELLAS,4,260,345,2009,3,Ávila,Menos_de_24h,1,POINT (-5.505861 40.319021),4,1,14
51520,2009050039,1.6,2009-03-12,40.313523,-5.608209,17,5,236,SOLANA DE ÁVILA,4,65,155,2009,3,Ávila,Menos_de_24h,1,POINT (-5.608209 40.313523),4,1,9
51522,2009050041,1.7,2009-03-13,40.319893,-4.827643,17,5,127,MIJARES,3,155,345,2009,3,Ávila,Menos_de_24h,1,POINT (-4.827643 40.319893),4,0,27
51523,2009050043,5.6,2009-03-14,40.388428,-5.648371,17,5,24,BECEDAS,4,300,330,2009,3,Ávila,Menos_de_24h,1,POINT (-5.648371 40.388428),4,1,17
51524,2009050044,2.0,2009-03-14,40.384399,-5.652819,17,5,24,BECEDAS,4,300,330,2009,3,Ávila,Menos_de_24h,1,POINT (-5.652819 40.384399),4,1,1
51525,2009050047,1.3,2009-03-16,40.399577,-5.521631,17,5,112,LOSAR DEL BARCO EL,4,75,115,2009,3,Ávila,Menos_de_24h,1,POINT (-5.521631 40.399577),4,1,8
51526,2009050051,2.0,2009-03-18,40.37074,-5.072126,17,5,216,S MARTIN DEL PIMPOLLAR,2,230,320,2009,3,Ávila,Menos_de_24h,1,POINT (-5.072126 40.37074),4,0,28
51527,2009050053,2.5,2009-03-20,40.390209,-4.801551,17,5,905,VILLANUEVA DE AVILA,2,300,510,2009,3,Ávila,Menos_de_24h,1,POINT (-4.801551 40.390209),4,0,25
51529,2009050062,5.3,2009-03-25,40.381245,-4.793478,17,5,41,BURGOHONDO,4,510,1020,2009,3,Ávila,Menos_de_24h,1,POINT (-4.793478 40.381245),4,1,37
51530,2009050063,1.4,2009-03-28,40.166086,-5.21843,17,5,47,CANDELEDA,4,95,255,2009,3,Ávila,Menos_de_24h,1,POINT (-5.21843 40.166086),4,1,18
51531,2009050069,90.0,2009-04-04,40.321741,-4.9307,17,5,207,S ESTEBAN DEL VALLE,2,615,1455,2009,4,Ávila,Entre_1dia_y_1semana,2,POINT (-4.9307 40.321741),4,0,67
51532,2009050073,1.3,2009-04-08,40.363968,-5.563886,17,5,51,CARRERA LA,4,150,285,2009,4,Ávila,Menos_de_24h,2,POINT (-5.563886 40.363968),4,1,10
51533,2009050077,51.0,2009-04-23,40.277143,-5.403616,17,5,37,BOHOYO,2,1140,1340,2009,4,Ávila,Menos_de_24h,2,POINT (-5.403616 40.277143),4,0,22
51534,2009050079,2.0,2009-05-01,40.32952,-5.492314,17,5,113,LLANOS DE TORMES LOS,4,65,120,2009,5,Ávila,Menos_de_24h,2,POINT (-5.492314 40.32952),4,1,2
51535,2009050086,6.81,2009-05-10,40.583734,-5.170833,17,5,260,VILLANUEVA DEL CAMPILLO,2,150,239,2009,5,Ávila,Menos_de_24h,2,POINT (-5.170833 40.583734),4,0,7
51536,2009050090,1.0,2009-05-15,41.080574,-4.726103,17,5,16,AREVALO,3,30,160,2009,5,Ávila,Menos_de_24h,2,POINT (-4.726103 41.080574),4,0,21
51537,2009050096,2.2,2009-05-30,40.297738,-4.88452,17,5,82,GAVILANES,1,240,1305,2009,5,Ávila,Menos_de_24h,2,POINT (-4.88452 40.297738),4,0,67
51539,2009050099,1.1,2009-06-02,40.351607,-5.531699,17,5,21,BARCO DE AVILA EL,2,95,185,2009,6,Ávila,Menos_de_24h,2,POINT (-5.531699 40.351607),4,0,10
51540,2009050100,1.0,2009-06-07,40.941405,-4.681657,17,5,242,TIÑOSILLOS,4,120,200,2009,6,Ávila,Menos_de_24h,2,POINT (-4.681657 40.941405),4,1,15
51541,2009050122,5.0,2009-07-04,40.135747,-5.274555,17,5,47,CANDELEDA,4,40,117,2009,7,Ávila,Menos_de_24h,3,POINT (-5.274555 40.135747),4,1,36
51542,2009050126,3.0,2009-07-05,40.305183,-4.548573,17,5,227,STA MARIA DEL TIETAR,2,61,511,2009,7,Ávila,Menos_de_24h,3,POINT (-4.548573 40.305183),4,0,97
51543,2009050128,61.4,2009-07-11,40.348711,-5.578342,17,5,236,SOLANA DE ÁVILA,4,409,2155,2009,7,Ávila,Entre_1dia_y_1semana,3,POINT (-5.578342 40.348711),4,1,86
51544,2009050137,1.0,2009-07-17,40.331058,-5.421195,17,5,214,S LORENZO DE TORMES,4,70,310,2009,7,Ávila,Menos_de_24h,3,POINT (-5.421195 40.331058),4,1,18
51545,2009050143,56.29,2009-07-23,40.369043,-5.477812,17,5,214,S LORENZO DE TORMES,3,285,580,2009,7,Ávila,Menos_de_24h,3,POINT (-5.477812 40.369043),4,0,88
51546,2009050152,4031.18,2009-07-28,40.232547,-5.067824,17,5,14,ARENAS DE SAN PEDRO,4,8409,40659,2009,7,Ávila,Entre_2semanas_y_1mes,3,POINT (-5.067824 40.232547),4,1,961
51547,2009050154,1.0,2009-07-28,41.081428,-4.732827,17,5,16,AREVALO,4,30,135,2009,7,Ávila,Menos_de_24h,3,POINT (-4.732827 41.081428),4,1,14
51548,2009050159,1.0,2009-08-04,41.062631,-4.770619,17,5,16,AREVALO,2,55,225,2009,8,Ávila,Menos_de_24h,3,POINT (-4.770619 41.062631),4,0,25
51549,2009050163,9.0,2009-08-07,40.82797,-4.603139,17,5,254,VELAYOS,3,105,255,2009,8,Ávila,Menos_de_24h,3,POINT (-4.603139 40.82797),4,0,30
51550,2009050164,2.83,2009-08-07,40.644201,-4.71191,17,5,19,AVILA,3,37,68,2009,8,Ávila,Menos_de_24h,3,POINT (-4.71191 40.644201),4,0,27
51551,2009050165,40.0,2009-08-08,40.5285,-5.105985,17,5,263,VILLATORO,1,1504,1554,2009,8,Ávila,Entre_1dia_y_1semana,3,POINT (-5.105985 40.5285),4,0,140
51552,2009050171,1.7,2009-08-10,40.163523,-5.170206,17,5,14,ARENAS DE SAN PEDRO,4,65,215,2009,8,Ávila,Menos_de_24h,3,POINT (-5.170206 40.163523),4,1,26
51553,2009050173,1.0,2009-07-17,40.331058,-5.421195,17,5,214,S LORENZO DE TORMES,4,70,310,2009,7,Ávila,Menos_de_24h,3,POINT (-5.421195 40.331058),4,1,18
51554,2009050174,1.05,2009-08-13,40.570061,-4.655879,17,5,245,TORNADIZOS DE AVILA,1,105,362,2009,8,Ávila,Menos_de_24h,3,POINT (-4.655879 40.570061),4,0,40
51555,2009050181,3.77,2009-08-19,40.312211,-4.571246,17,5,240,SOTILLO DE LA ADRADA,4,230,2595,2009,8,Ávila,Entre_1dia_y_1semana,3,POINT (-4.571246 40.312211),4,1,212
51556,2009050194,2.34,2009-08-26,40.534837,-4.675308,17,5,22,BARRACO EL,4,52,352,2009,8,Ávila,Menos_de_24h,3,POINT (-4.675308 40.534837),4,1,33
51558,2009050202,21.2,2009-08-31,40.423731,-5.434075,17,5,97,HORCAJADA LA,4,100,417,2009,8,Ávila,Menos_de_24h,3,POINT (-5.434075 40.423731),4,1,36
51559,2009050208,1.34,2009-07-17,40.712706,-4.86324,17,5,205,SANCHORREJA,4,150,200,2009,7,Ávila,Menos_de_24h,3,POINT (-4.86324 40.712706),4,1,10
51560,2009050209,1.0,2009-09-04,40.318287,-5.637247,17,5,236,SOLANA DE ÁVILA,4,120,330,2009,9,Ávila,Menos_de_24h,3,POINT (-5.637247 40.318287),4,1,28
51561,2009050213,19.8,2009-09-06,40.421364,-5.563119,17,5,108,JUNCIANA,4,110,355,2009,9,Ávila,Menos_de_24h,3,POINT (-5.563119 40.421364),4,1,35
51563,2009050221,2.6,2009-09-08,40.215695,-5.268132,17,5,47,CANDELEDA,4,150,490,2009,9,Ávila,Menos_de_24h,3,POINT (-5.268132 40.215695),4,1,8
51564,2009050222,44.3,2009-09-08,40.300807,-5.679391,17,5,236,SOLANA DE ÁVILA,1,4530,5490,2009,9,Ávila,Entre_1dia_y_1semana,3,POINT (-5.679391 40.300807),4,0,84
51566,2009050224,1.8,2009-09-08,40.316671,-4.850152,17,5,127,MIJARES,1,160,1330,2009,9,Ávila,Menos_de_24h,3,POINT (-4.850152 40.316671),4,0,97
51567,2009050227,6.2,2009-09-09,40.318156,-4.850781,17,5,127,MIJARES,6,95,3015,2009,9,Ávila,Entre_1dia_y_1semana,3,POINT (-4.850781 40.318156),4,0,53
51568,2009050239,5.0,2009-09-16,40.234146,-5.610613,17,5,192,PUERTO CASTILLA,1,130,370,2009,9,Ávila,Menos_de_24h,3,POINT (-5.610613 40.234146),4,0,21
51569,2009050240,1.0,2009-09-17,40.683079,-4.99163,17,5,252,VALDECASA,2,210,300,2009,9,Ávila,Menos_de_24h,3,POINT (-4.99163 40.683079),4,0,10
51570,2009050241,1.3,2009-09-17,40.40677,-5.56888,17,5,108,JUNCIANA,1,33,35,2009,9,Ávila,Menos_de_24h,3,POINT (-5.56888 40.40677),4,0,2
51571,2009050243,2.9,2009-09-26,40.633459,-4.807968,17,5,141,MUÑOPEPE,4,121,165,2009,9,Ávila,Menos_de_24h,3,POINT (-4.807968 40.633459),4,1,26
51572,2009050250,2.5,2009-10-12,40.329263,-4.894178,17,5,233,SERRANILLOS,4,135,315,2009,10,Ávila,Menos_de_24h,4,POINT (-4.894178 40.329263),4,1,8
51573,2009050253,33.8,2009-10-16,40.420748,-5.636521,17,5,24,BECEDAS,4,1285,2625,2009,10,Ávila,Entre_1dia_y_1semana,4,POINT (-5.636521 40.420748),4,1,56
51574,2009050254,4.38,2009-10-19,40.568834,-5.462657,17,5,144,NARRILLOS DEL ALAMO,2,180,270,2009,10,Ávila,Menos_de_24h,4,POINT (-5.462657 40.568834),4,0,29
51575,2009050257,22.0,2009-11-08,40.161205,-5.159776,17,5,47,CANDELEDA,4,305,370,2009,11,Ávila,Menos_de_24h,4,POINT (-5.159776 40.161205),4,1,33
57257,2010050013,3.3,2010-03-17,40.275442,-5.104449,17,5,13,ARENAL EL,2,190,200,2010,3,Ávila,Menos_de_24h,1,POINT (-5.104449 40.275442),4,0,55
57258,2010050014,3.0,2010-03-17,40.398036,-4.919729,17,5,160,NAVALOSA,2,165,190,2010,3,Ávila,Menos_de_24h,1,POINT (-4.919729 40.398036),4,0,17
57259,2010050027,1.1,2010-04-25,40.326889,-4.912002,17,5,233,SERRANILLOS,4,250,295,2010,4,Ávila,Menos_de_24h,2,POINT (-4.912002 40.326889),4,1,8
57260,2010050030,1.2,2010-05-01,40.404427,-5.679174,17,5,199,S BARTOLOME DE BEJAR,4,65,115,2010,5,Ávila,Menos_de_24h,2,POINT (-5.679174 40.404427),4,1,2
